"GroupID","Param","Value","GroupLevel"
"SITE3909","site_status","Active","Site"
"SITE3909","site_active_dt","2012-01-01","Site"
"SITE3909","City","Kumamoto","Site"
"SITE3909","State","Kumamoto Prefecture","Site"
"SITE3909","Country","Japan","Site"
"SITE2323","studyid","AA-AA-000-0000","Site"
"SITE2323","invid","SITE2323","Site"
"SITE2323","InvestigatorFirstName","Fred","Site"
"SITE2323","InvestigatorLastName","Smith","Site"
"SITE2323","site_status","Active","Site"
"SITE2323","site_active_dt","2012-01-01","Site"
"SITE2323","City","Tokyo","Site"
"SITE2323","State","Kanto","Site"
"SITE2323","Country","Japan","Site"
"SITE4264","studyid","AA-AA-000-0000","Site"
"SITE4264","invid","SITE4264","Site"
"SITE4264","InvestigatorFirstName","Fred","Site"
"SITE4264","InvestigatorLastName","Deer","Site"
"SITE4264","site_status","Active","Site"
"SITE4264","site_active_dt","2012-01-01","Site"
"SITE4264","City","Newtown Square","Site"
"SITE4264","State","PA","Site"
"SITE4264","Country","US","Site"
"SITE1982","studyid","AA-AA-000-0000","Site"
"SITE1982","invid","SITE1982","Site"
"SITE1982","InvestigatorFirstName","Fred","Site"
"SITE1982","InvestigatorLastName","Smith","Site"
"SITE1982","site_status","Active","Site"
"SITE1982","site_active_dt","2012-01-01","Site"
"SITE1982","City","Newtown Square","Site"
"SITE1982","State","PA","Site"
"SITE1982","Country","US","Site"
"SITE8764","studyid","AA-AA-000-0000","Site"
"SITE8764","invid","SITE8764","Site"
"SITE8764","InvestigatorFirstName","John","Site"
"SITE8764","InvestigatorLastName","Smith","Site"
"SITE8764","site_status","Active","Site"
"SITE8764","site_active_dt","2012-01-01","Site"
"SITE8764","City","Tokyo","Site"
"SITE8764","State","Kanto","Site"
"SITE8764","Country","Japan","Site"
"SITE4959","studyid","AA-AA-000-0000","Site"
"SITE4959","invid","SITE4959","Site"
"SITE4959","InvestigatorFirstName","Fred","Site"
"SITE4959","InvestigatorLastName","Doe","Site"
"SITE4959","site_status","Active","Site"
"SITE4959","site_active_dt","2012-01-01","Site"
"SITE4959","City","Newtown Square","Site"
"SITE4959","State","PA","Site"
"SITE4959","Country","US","Site"
"SITE8517","studyid","AA-AA-000-0000","Site"
"SITE8517","invid","SITE8517","Site"
"SITE8517","InvestigatorFirstName","Fred","Site"
"SITE8517","InvestigatorLastName","Smith","Site"
"SITE8517","site_status","Active","Site"
"SITE8517","site_active_dt","2012-01-01","Site"
"SITE8517","City","Milton Keynes","Site"
"SITE8517","State","Buckinghamshire","Site"
"SITE8517","Country","UK","Site"
"SITE2532","studyid","AA-AA-000-0000","Site"
"SITE2532","invid","SITE2532","Site"
"SITE2532","InvestigatorFirstName","Fred","Site"
"SITE2532","InvestigatorLastName","Doe","Site"
"SITE2532","site_status","Active","Site"
"SITE2532","site_active_dt","2012-01-01","Site"
"SITE2532","City","Foster City","Site"
"SITE2532","State","CA","Site"
"SITE2532","Country","US","Site"
"SITE6603","studyid","AA-AA-000-0000","Site"
"SITE6603","invid","SITE6603","Site"
"SITE6603","InvestigatorFirstName","Joanne","Site"
"SITE6603","InvestigatorLastName","Smith","Site"
"SITE6603","site_status","Active","Site"
"SITE6603","site_active_dt","2012-01-01","Site"
"SITE6603","City","Milton Keynes","Site"
"SITE6603","State","Buckinghamshire","Site"
"SITE6603","Country","UK","Site"
"SITE7983","studyid","AA-AA-000-0000","Site"
"SITE7983","invid","SITE7983","Site"
"SITE7983","InvestigatorFirstName","Joanne","Site"
"SITE7983","InvestigatorLastName","Smith","Site"
"SITE7983","site_status","Active","Site"
"SITE7983","site_active_dt","2012-01-01","Site"
"SITE7983","City","Foster City","Site"
"SITE7983","State","CA","Site"
"SITE7983","Country","US","Site"
"SITE1910","studyid","AA-AA-000-0000","Site"
"SITE1910","invid","SITE1910","Site"
"SITE1910","InvestigatorFirstName","Fred","Site"
"SITE1910","InvestigatorLastName","Deer","Site"
"SITE1910","site_status","Active","Site"
"SITE1910","site_active_dt","2012-01-01","Site"
"SITE1910","City","Newtown Square","Site"
"SITE1910","State","PA","Site"
"SITE1910","Country","US","Site"
"SITE8091","studyid","AA-AA-000-0000","Site"
"SITE8091","invid","SITE8091","Site"
"SITE8091","InvestigatorFirstName","Joanne","Site"
"SITE8091","InvestigatorLastName","Smith","Site"
"SITE8091","site_status","Active","Site"
"SITE8091","site_active_dt","2012-01-01","Site"
"SITE8091","City","Milton Keynes","Site"
"SITE8091","State","Buckinghamshire","Site"
"SITE8091","Country","UK","Site"
"SITE3090","studyid","AA-AA-000-0000","Site"
"SITE3090","invid","SITE3090","Site"
"SITE3090","InvestigatorFirstName","John","Site"
"SITE3090","InvestigatorLastName","Smith","Site"
"SITE3090","site_status","Active","Site"
"SITE3090","site_active_dt","2012-01-01","Site"
"SITE3090","City","Newtown Square","Site"
"SITE3090","State","PA","Site"
"SITE3090","Country","US","Site"
"SITE2192","studyid","AA-AA-000-0000","Site"
"SITE2192","invid","SITE2192","Site"
"SITE2192","InvestigatorFirstName","John","Site"
"SITE2192","InvestigatorLastName","Deer","Site"
"SITE2192","site_status","Active","Site"
"SITE2192","site_active_dt","2012-01-01","Site"
"SITE2192","City","Milton Keynes","Site"
"SITE2192","State","Buckinghamshire","Site"
"SITE2192","Country","UK","Site"
"SITE101","studyid","AA-AA-000-0000","Site"
"SITE101","invid","SITE101","Site"
"SITE101","InvestigatorFirstName","John","Site"
"SITE101","InvestigatorLastName","Deer","Site"
"SITE101","site_status","Active","Site"
"SITE101","site_active_dt","2012-01-01","Site"
"SITE101","City","Milton Keynes","Site"
"SITE101","State","Buckinghamshire","Site"
"SITE101","Country","UK","Site"
"SITE213","studyid","AA-AA-000-0000","Site"
"SITE213","invid","SITE213","Site"
"SITE213","InvestigatorFirstName","Fred","Site"
"SITE213","InvestigatorLastName","Smith","Site"
"SITE213","site_status","Active","Site"
"SITE213","site_active_dt","2012-01-01","Site"
"SITE213","City","London","Site"
"SITE213","State","Greater London","Site"
"SITE213","Country","UK","Site"
"SITE4485","studyid","AA-AA-000-0000","Site"
"SITE4485","invid","SITE4485","Site"
"SITE4485","InvestigatorFirstName","Fred","Site"
"SITE4485","InvestigatorLastName","Doe","Site"
"SITE4485","site_status","Active","Site"
"SITE4485","site_active_dt","2012-01-01","Site"
"SITE4485","City","Newtown Square","Site"
"SITE4485","State","PA","Site"
"SITE4485","Country","US","Site"
"SITE8788","studyid","AA-AA-000-0000","Site"
"SITE8788","invid","SITE8788","Site"
"SITE8788","InvestigatorFirstName","Fred","Site"
"SITE8788","InvestigatorLastName","Deer","Site"
"SITE8788","site_status","Active","Site"
"SITE8788","site_active_dt","2012-01-01","Site"
"SITE8788","City","Kumamoto","Site"
"SITE8788","State","Kumamoto Prefecture","Site"
"SITE8788","Country","Japan","Site"
"SITE8351","studyid","AA-AA-000-0000","Site"
"SITE8351","invid","SITE8351","Site"
"SITE8351","InvestigatorFirstName","John","Site"
"SITE8351","InvestigatorLastName","Deer","Site"
"SITE8351","site_status","Active","Site"
"SITE8351","site_active_dt","2012-01-01","Site"
"SITE8351","City","Milton Keynes","Site"
"SITE8351","State","Buckinghamshire","Site"
"SITE8351","Country","UK","Site"
"SITE6405","studyid","AA-AA-000-0000","Site"
"SITE6405","invid","SITE6405","Site"
"SITE6405","InvestigatorFirstName","John","Site"
"SITE6405","InvestigatorLastName","Doe","Site"
"SITE6405","site_status","Active","Site"
"SITE6405","site_active_dt","2012-01-01","Site"
"SITE6405","City","Foster City","Site"
"SITE6405","State","CA","Site"
"SITE6405","Country","US","Site"
"SITE8633","studyid","AA-AA-000-0000","Site"
"SITE8633","invid","SITE8633","Site"
"SITE8633","InvestigatorFirstName","Fred","Site"
"SITE8633","InvestigatorLastName","Smith","Site"
"SITE8633","site_status","Active","Site"
"SITE8633","site_active_dt","2012-01-01","Site"
"SITE8633","City","Tokyo","Site"
"SITE8633","State","Kanto","Site"
"SITE8633","Country","Japan","Site"
"SITE7809","studyid","AA-AA-000-0000","Site"
"SITE7809","invid","SITE7809","Site"
"SITE7809","InvestigatorFirstName","Joanne","Site"
"SITE7809","InvestigatorLastName","Deer","Site"
"SITE7809","site_status","Active","Site"
"SITE7809","site_active_dt","2012-01-01","Site"
"SITE7809","City","Kumamoto","Site"
"SITE7809","State","Kumamoto Prefecture","Site"
"SITE7809","Country","Japan","Site"
"SITE180","studyid","AA-AA-000-0000","Site"
"SITE180","invid","SITE180","Site"
"SITE180","InvestigatorFirstName","Fred","Site"
"SITE180","InvestigatorLastName","Doe","Site"
"SITE180","site_status","Active","Site"
"SITE180","site_active_dt","2012-01-01","Site"
"SITE180","City","London","Site"
"SITE180","State","Greater London","Site"
"SITE180","Country","UK","Site"
"SITE4874","studyid","AA-AA-000-0000","Site"
"SITE4874","invid","SITE4874","Site"
"SITE4874","InvestigatorFirstName","John","Site"
"SITE4874","InvestigatorLastName","Doe","Site"
"SITE4874","site_status","Active","Site"
"SITE4874","site_active_dt","2012-01-01","Site"
"SITE4874","City","Tokyo","Site"
"SITE4874","State","Kanto","Site"
"SITE4874","Country","Japan","Site"
"SITE7011","studyid","AA-AA-000-0000","Site"
"SITE7011","invid","SITE7011","Site"
"SITE7011","InvestigatorFirstName","John","Site"
"SITE7011","InvestigatorLastName","Deer","Site"
"SITE7011","site_status","Active","Site"
"SITE7011","site_active_dt","2012-01-01","Site"
"SITE7011","City","Foster City","Site"
"SITE7011","State","CA","Site"
"SITE7011","Country","US","Site"
"SITE8354","studyid","AA-AA-000-0000","Site"
"SITE8354","invid","SITE8354","Site"
"SITE8354","InvestigatorFirstName","Fred","Site"
"SITE8354","InvestigatorLastName","Deer","Site"
"SITE8354","site_status","Active","Site"
"SITE8354","site_active_dt","2012-01-01","Site"
"SITE8354","City","Kumamoto","Site"
"SITE8354","State","Kumamoto Prefecture","Site"
"SITE8354","Country","Japan","Site"
"SITE4323","studyid","AA-AA-000-0000","Site"
"SITE4323","invid","SITE4323","Site"
"SITE4323","InvestigatorFirstName","Joanne","Site"
"SITE4323","InvestigatorLastName","Smith","Site"
"SITE4323","site_status","Active","Site"
"SITE4323","site_active_dt","2012-01-01","Site"
"SITE4323","City","Foster City","Site"
"SITE4323","State","CA","Site"
"SITE4323","Country","US","Site"
"SITE5033","studyid","AA-AA-000-0000","Site"
"SITE5033","invid","SITE5033","Site"
"SITE5033","InvestigatorFirstName","John","Site"
"SITE5033","InvestigatorLastName","Smith","Site"
"SITE5033","site_status","Active","Site"
"SITE5033","site_active_dt","2012-01-01","Site"
"SITE5033","City","Foster City","Site"
"SITE5033","State","CA","Site"
"SITE5033","Country","US","Site"
"SITE5384","studyid","AA-AA-000-0000","Site"
"SITE5384","invid","SITE5384","Site"
"SITE5384","InvestigatorFirstName","Fred","Site"
"SITE5384","InvestigatorLastName","Smith","Site"
"SITE5384","site_status","Active","Site"
"SITE5384","site_active_dt","2012-01-01","Site"
"SITE5384","City","Milton Keynes","Site"
"SITE5384","State","Buckinghamshire","Site"
"SITE5384","Country","UK","Site"
"SITE9888","studyid","AA-AA-000-0000","Site"
"SITE9888","invid","SITE9888","Site"
"SITE9888","InvestigatorFirstName","Joanne","Site"
"SITE9888","InvestigatorLastName","Doe","Site"
"SITE9888","site_status","Active","Site"
"SITE9888","site_active_dt","2012-02-01","Site"
"SITE9888","City","London","Site"
"SITE9888","State","Greater London","Site"
"SITE9888","Country","UK","Site"
"SITE6572","studyid","AA-AA-000-0000","Site"
"SITE6572","invid","SITE6572","Site"
"SITE6572","InvestigatorFirstName","Fred","Site"
"SITE6572","InvestigatorLastName","Smith","Site"
"SITE6572","site_status","Active","Site"
"SITE6572","site_active_dt","2012-02-01","Site"
"SITE6572","City","Kumamoto","Site"
"SITE6572","State","Kumamoto Prefecture","Site"
"SITE6572","Country","Japan","Site"
"SITE7004","studyid","AA-AA-000-0000","Site"
"SITE7004","invid","SITE7004","Site"
"SITE7004","InvestigatorFirstName","Joanne","Site"
"SITE7004","InvestigatorLastName","Smith","Site"
"SITE7004","site_status","Active","Site"
"SITE7004","site_active_dt","2012-02-01","Site"
"SITE7004","City","Newtown Square","Site"
"SITE7004","State","PA","Site"
"SITE7004","Country","US","Site"
"SITE6384","studyid","AA-AA-000-0000","Site"
"SITE6384","invid","SITE6384","Site"
"SITE6384","InvestigatorFirstName","John","Site"
"SITE6384","InvestigatorLastName","Doe","Site"
"SITE6384","site_status","Active","Site"
"SITE6384","site_active_dt","2012-02-01","Site"
"SITE6384","City","Milton Keynes","Site"
"SITE6384","State","Buckinghamshire","Site"
"SITE6384","Country","UK","Site"
"SITE8420","studyid","AA-AA-000-0000","Site"
"SITE8420","invid","SITE8420","Site"
"SITE8420","InvestigatorFirstName","John","Site"
"SITE8420","InvestigatorLastName","Deer","Site"
"SITE8420","site_status","Active","Site"
"SITE8420","site_active_dt","2012-02-01","Site"
"SITE8420","City","Newtown Square","Site"
"SITE8420","State","PA","Site"
"SITE8420","Country","US","Site"
"SITE2883","studyid","AA-AA-000-0000","Site"
"SITE2883","invid","SITE2883","Site"
"SITE2883","InvestigatorFirstName","John","Site"
"SITE2883","InvestigatorLastName","Doe","Site"
"SITE2883","site_status","Active","Site"
"SITE2883","site_active_dt","2012-02-01","Site"
"SITE2883","City","Tokyo","Site"
"SITE2883","State","Kanto","Site"
"SITE2883","Country","Japan","Site"
"SITE2986","studyid","AA-AA-000-0000","Site"
"SITE2986","invid","SITE2986","Site"
"SITE2986","InvestigatorFirstName","Joanne","Site"
"SITE2986","InvestigatorLastName","Smith","Site"
"SITE2986","site_status","Active","Site"
"SITE2986","site_active_dt","2012-02-01","Site"
"SITE2986","City","Foster City","Site"
"SITE2986","State","CA","Site"
"SITE2986","Country","US","Site"
"SITE4754","studyid","AA-AA-000-0000","Site"
"SITE4754","invid","SITE4754","Site"
"SITE4754","InvestigatorFirstName","Fred","Site"
"SITE4754","InvestigatorLastName","Doe","Site"
"SITE4754","site_status","Active","Site"
"SITE4754","site_active_dt","2012-02-01","Site"
"SITE4754","City","Newtown Square","Site"
"SITE4754","State","PA","Site"
"SITE4754","Country","US","Site"
"SITE7208","studyid","AA-AA-000-0000","Site"
"SITE7208","invid","SITE7208","Site"
"SITE7208","InvestigatorFirstName","Joanne","Site"
"SITE7208","InvestigatorLastName","Smith","Site"
"SITE7208","site_status","Active","Site"
"SITE7208","site_active_dt","2012-02-01","Site"
"SITE7208","City","Newtown Square","Site"
"SITE7208","State","PA","Site"
"SITE7208","Country","US","Site"
"SITE5425","studyid","AA-AA-000-0000","Site"
"SITE5425","invid","SITE5425","Site"
"SITE5425","InvestigatorFirstName","Fred","Site"
"SITE5425","InvestigatorLastName","Smith","Site"
"SITE5425","site_status","Active","Site"
"SITE5425","site_active_dt","2012-02-01","Site"
"SITE5425","City","London","Site"
"SITE5425","State","Greater London","Site"
"SITE5425","Country","UK","Site"
"SITE4976","studyid","AA-AA-000-0000","Site"
"SITE4976","invid","SITE4976","Site"
"SITE4976","InvestigatorFirstName","John","Site"
"SITE4976","InvestigatorLastName","Deer","Site"
"SITE4976","site_status","Active","Site"
"SITE4976","site_active_dt","2012-02-01","Site"
"SITE4976","City","London","Site"
"SITE4976","State","Greater London","Site"
"SITE4976","Country","UK","Site"
"SITE9661","studyid","AA-AA-000-0000","Site"
"SITE9661","invid","SITE9661","Site"
"SITE9661","InvestigatorFirstName","Joanne","Site"
"SITE9661","InvestigatorLastName","Smith","Site"
"SITE9661","site_status","Active","Site"
"SITE9661","site_active_dt","2012-02-01","Site"
"SITE9661","City","London","Site"
"SITE9661","State","Greater London","Site"
"SITE9661","Country","UK","Site"
"SITE8210","studyid","AA-AA-000-0000","Site"
"SITE8210","invid","SITE8210","Site"
"SITE8210","InvestigatorFirstName","John","Site"
"SITE8210","InvestigatorLastName","Smith","Site"
"SITE8210","site_status","Active","Site"
"SITE8210","site_active_dt","2012-02-01","Site"
"SITE8210","City","Newtown Square","Site"
"SITE8210","State","PA","Site"
"SITE8210","Country","US","Site"
"SITE7184","studyid","AA-AA-000-0000","Site"
"SITE7184","invid","SITE7184","Site"
"SITE7184","InvestigatorFirstName","Fred","Site"
"SITE7184","InvestigatorLastName","Smith","Site"
"SITE7184","site_status","Active","Site"
"SITE7184","site_active_dt","2012-02-01","Site"
"SITE7184","City","Foster City","Site"
"SITE7184","State","CA","Site"
"SITE7184","Country","US","Site"
"SITE4260","studyid","AA-AA-000-0000","Site"
"SITE4260","invid","SITE4260","Site"
"SITE4260","InvestigatorFirstName","Fred","Site"
"SITE4260","InvestigatorLastName","Doe","Site"
"SITE4260","site_status","Active","Site"
"SITE4260","site_active_dt","2012-02-01","Site"
"SITE4260","City","Newtown Square","Site"
"SITE4260","State","PA","Site"
"SITE4260","Country","US","Site"
"SITE216","studyid","AA-AA-000-0000","Site"
"SITE216","invid","SITE216","Site"
"SITE216","InvestigatorFirstName","Fred","Site"
"SITE216","InvestigatorLastName","Deer","Site"
"SITE216","site_status","Active","Site"
"SITE216","site_active_dt","2012-02-01","Site"
"SITE216","City","Newtown Square","Site"
"SITE216","State","PA","Site"
"SITE216","Country","US","Site"
"SITE9414","studyid","AA-AA-000-0000","Site"
"SITE9414","invid","SITE9414","Site"
"SITE9414","InvestigatorFirstName","Fred","Site"
"SITE9414","InvestigatorLastName","Deer","Site"
"SITE9414","site_status","Active","Site"
"SITE9414","site_active_dt","2012-02-01","Site"
"SITE9414","City","London","Site"
"SITE9414","State","Greater London","Site"
"SITE9414","Country","UK","Site"
"SITE1786","studyid","AA-AA-000-0000","Site"
"SITE1786","invid","SITE1786","Site"
"SITE1786","InvestigatorFirstName","John","Site"
"SITE1786","InvestigatorLastName","Smith","Site"
"SITE1786","site_status","Active","Site"
"SITE1786","site_active_dt","2012-02-01","Site"
"SITE1786","City","Tokyo","Site"
"SITE1786","State","Kanto","Site"
"SITE1786","Country","Japan","Site"
"SITE3871","studyid","AA-AA-000-0000","Site"
"SITE3871","invid","SITE3871","Site"
"SITE3871","InvestigatorFirstName","Joanne","Site"
"SITE3871","InvestigatorLastName","Deer","Site"
"SITE3871","site_status","Active","Site"
"SITE3871","site_active_dt","2012-02-01","Site"
