"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag","MetricID","SnapshotDate","StudyID"
"US","Country",61068,234000,0.260974358974359,1.33188956290607,0,"Analysis_cou0011",2026-07-28,"AA-AA-000-0000"
"UK","Country",46416,178000,0.26076404494382,-0.774378117952435,0,"Analysis_cou0011",2026-07-28,"AA-AA-000-0000"
"Japan","Country",41982,161000,0.260757763975155,-0.791459868002364,0,"Analysis_cou0011",2026-07-28,"AA-AA-000-0000"
"Japan","Country",74,290,0.255172413793103,1.45425494594568,0,"Analysis_cou0012",2026-07-28,"AA-AA-000-0000"
"US","Country",97,416,0.233173076923077,-0.59946718623069,0,"Analysis_cou0012",2026-07-28,"AA-AA-000-0000"
"UK","Country",69,299,0.230769230769231,-0.72510802286637,0,"Analysis_cou0012",2026-07-28,"AA-AA-000-0000"
"5960","Site",26,125,0.208,3.18111276210866,2,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"30776","Site",8,32,0.25,2.17037572828893,1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"531","Site",54,774,0.0697674418604651,-1.16241128292832,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"2392","Site",32,497,0.0643863179074447,-1.21465223134266,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"33617","Site",28,440,0.0636363636363636,-1.18001332402104,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"12417","Site",27,435,0.0620689655172414,-1.25045859961996,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"37702","Site",35,570,0.0614035087719298,-1.46890754318179,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"33296","Site",16,271,0.0590405904059041,-1.10466517912414,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"9075","Site",7,155,0.0451612903225806,-1.24333246101097,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"22033","Site",5,126,0.0396825396825397,-1.2661758550175,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"21541","Site",2,61,0.0327868852459016,-1.00812885447294,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"5444","Site",1,79,0.0126582278481013,-1.56959321552841,-1,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"10388","Site",8,39,0.205128205128205,1.7345373646118,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"35223","Site",10,49,0.204081632653061,1.92694421512122,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"37781","Site",7,35,0.2,1.57156348727956,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"38166","Site",8,42,0.19047619047619,1.57586321739743,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"24964","Site",11,59,0.186440677966102,1.79458304651964,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"10531","Site",5,30,0.166666666666667,1.02400359920746,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"14393","Site",12,72,0.166666666666667,1.58637955447478,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"6452","Site",11,67,0.164179104477612,1.48224073614753,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"32900","Site",6,38,0.157894736842105,1.02483233366468,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"14449","Site",6,40,0.15,0.933590242251613,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"16498","Site",21,149,0.140939597315436,1.54078161880593,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"25970","Site",10,71,0.140845070422535,1.06171686298846,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"37191","Site",6,45,0.133333333333333,0.726300817021252,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"4659","Site",14,106,0.132075471698113,1.08414269089085,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17172","Site",29,228,0.12719298245614,1.4159824285747,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"8560","Site",50,396,0.126262626262626,1.82240992436709,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"13081","Site",17,138,0.123188405797101,0.990566177606818,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"18548","Site",21,171,0.12280701754386,1.09088805107486,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"12432","Site",26,212,0.122641509433962,1.20895832545718,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"1028","Site",11,93,0.118279569892473,0.701429777464091,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"384","Site",29,253,0.114624505928854,1.01968105815199,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"30212","Site",12,105,0.114285714285714,0.64870425704969,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"37912","Site",5,45,0.111111111111111,0.374405924091507,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"38404","Site",14,127,0.110236220472441,0.60570793755872,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"13333","Site",13,118,0.110169491525424,0.58214041403724,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34694","Site",38,345,0.110144927536232,0.994319894276929,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"26115","Site",45,411,0.109489051094891,1.05388134286654,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"25476","Site",14,130,0.107692307692308,0.544351349147449,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"26674","Site",13,122,0.10655737704918,0.497744547670838,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"25605","Site",36,338,0.106508875739645,0.826380667631893,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"20531","Site",37,349,0.106017191977077,0.81803710729745,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"30729","Site",34,322,0.105590062111801,0.767664087444186,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"33824","Site",19,180,0.105555555555556,0.572864401718141,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"9522","Site",44,417,0.105515587529976,0.870007358413494,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"14648","Site",14,137,0.102189781021898,0.406780485964945,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"29060","Site",16,161,0.0993788819875776,0.356780502478589,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"29192","Site",9,91,0.0989010989010989,0.257471969818614,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"16992","Site",20,203,0.0985221674876847,0.371809303470169,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"12392","Site",10,102,0.0980392156862745,0.252041726012597,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34903","Site",7,73,0.0958904109589041,0.169884000415959,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"21380","Site",38,399,0.0952380952380952,0.366412585505298,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"9044","Site",5,53,0.0943396226415094,0.118102705406107,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"37186","Site",76,808,0.0940594059405941,0.442331831237388,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"38711","Site",28,301,0.0930232558139535,0.227541281908855,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17961","Site",32,344,0.0930232558139535,0.243251862357223,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"37908","Site",18,194,0.0927835051546392,0.174791664974078,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"31107","Site",38,415,0.091566265060241,0.197113359787709,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"8594","Site",66,725,0.0910344827586207,0.226731544726844,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"28822","Site",12,132,0.0909090909090909,0.0933445513014492,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"1881","Site",25,277,0.0902527075812274,0.109432359081411,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"10497","Site",16,178,0.0898876404494382,0.0762260240445775,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"14601","Site",31,348,0.089080459770115,0.0710366716168178,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34071","Site",28,316,0.0886075949367089,0.0478492170099849,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34341","Site",49,557,0.0879712746858169,0.0280765635424176,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17541","Site",50,576,0.0868055555555556,-0.0374912217547831,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"6022","Site",12,141,0.0851063829787234,-0.0661777465244922,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17815","Site",4,47,0.0851063829787234,-0.0382077397702784,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"37728","Site",37,436,0.0848623853211009,-0.128397985776028,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34696","Site",24,283,0.0848056537102474,-0.105697562974558,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34355","Site",27,319,0.0846394984326019,-0.119224513468816,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"28689","Site",27,321,0.0841121495327103,-0.141901007701234,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"20578","Site",10,120,0.0833333333333333,-0.10690012850806,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"39044","Site",5,61,0.0819672131147541,-0.10140392151986,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34","Site",4,49,0.0816326530612245,-0.0964123888025739,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"27025","Site",4,49,0.0816326530612245,-0.0964123888025739,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"4354","Site",9,111,0.0810810810810811,-0.158827400121854,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"30816","Site",3,37,0.0810810810810811,-0.0916990422150408,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"16996","Site",19,240,0.0791666666666667,-0.303554569925108,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"6416","Site",17,216,0.0787037037037037,-0.304038881428897,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"257","Site",7,89,0.0786516853932584,-0.196321327738401,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"5927","Site",13,167,0.0778443113772455,-0.293554022463358,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"39000","Site",7,90,0.0777777777777778,-0.21699185948357,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"25616","Site",12,158,0.0759493670886076,-0.34176124728299,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"39048","Site",6,79,0.0759493670886076,-0.241661695500574,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"32913","Site",17,224,0.0758928571428571,-0.408925157685598,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"38272","Site",21,277,0.075812274368231,-0.457902315329156,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17187","Site",57,753,0.0756972111553785,-0.762424680194395,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"4695","Site",16,214,0.0747663551401869,-0.438593910903691,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34713","Site",47,633,0.0742496050552923,-0.785013711034349,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"8995","Site",22,297,0.0740740740740741,-0.544857679551923,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"30019","Site",4,54,0.0740740740740741,-0.232328095184651,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"38497","Site",14,190,0.0736842105263158,-0.448479938132635,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"10371","Site",7,95,0.0736842105263158,-0.317123205479709,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"18777","Site",35,477,0.0733752620545073,-0.726528455609423,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"12937","Site",22,301,0.0730897009966777,-0.588829068761325,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"14729","Site",19,266,0.0714285714285714,-0.617490586239516,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17808","Site",35,498,0.070281124497992,-0.90534368056659,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"22677","Site",27,385,0.0701298701298701,-0.803035306192676,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"5968","Site",19,277,0.0685920577617329,-0.741569652534439,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"28676","Site",20,292,0.0684931506849315,-0.765373230348584,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"26880","Site",22,324,0.0679012345679012,-0.831372253290464,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"33620","Site",13,194,0.0670103092783505,-0.672608140947687,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"10630","Site",17,255,0.0666666666666667,-0.784090424777701,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"18260","Site",2,30,0.0666666666666667,-0.268940796946329,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"534","Site",13,202,0.0643564356435644,-0.775374201425528,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"10624","Site",7,110,0.0636363636363636,-0.590006662010519,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"24917","Site",4,63,0.0634920634920635,-0.449213334292331,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"6530","Site",14,223,0.062780269058296,-0.870243424226159,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34869","Site",9,144,0.0625,-0.707248899712572,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"13139","Site",7,113,0.0619469026548673,-0.640392302976784,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"14105","Site",8,135,0.0592592592592593,-0.773676194934834,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"12407","Site",3,52,0.0576923076923077,-0.506842175994559,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34660","Site",9,162,0.0555555555555556,-0.958798744205053,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"14164","Site",6,116,0.0517241379310345,-0.908743566366207,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34664","Site",5,107,0.0467289719626168,-0.994751159364755,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17731","Site",2,52,0.0384615384615385,-0.83419609835335,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"16725","Site",1,35,0.0285714285714286,-0.822504332415371,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"21129","Site",1,36,0.0277777777777778,-0.845412513309986,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"18033","Site",1,43,0.0232558139534884,-0.993953942095421,0,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"24680","Site",6,11,0.545454545454545,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"25664","Site",1,2,0.5,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"21015","Site",2,4,0.5,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17938","Site",3,6,0.5,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"30516","Site",5,10,0.5,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"8240","Site",2,5,0.4,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"18806","Site",2,6,0.333333333333333,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"6209","Site",6,23,0.260869565217391,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"18179","Site",4,17,0.235294117647059,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"24867","Site",4,19,0.210526315789474,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"36994","Site",4,20,0.2,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"18244","Site",1,6,0.166666666666667,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17444","Site",4,24,0.166666666666667,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"38758","Site",3,21,0.142857142857143,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34343","Site",2,15,0.133333333333333,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"30995","Site",3,24,0.125,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"18549","Site",3,28,0.107142857142857,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"16424","Site",2,24,0.0833333333333333,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"29254","Site",2,25,0.08,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"17013","Site",2,28,0.0714285714285714,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"33633","Site",1,14,0.0714285714285714,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"34326","Site",1,27,0.037037037037037,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"14169","Site",1,28,0.0357142857142857,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"6453","Site",0,26,0,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"4723","Site",0,21,0,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"20869","Site",0,10,0,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"8290","Site",0,4,0,NA,NA,"Analysis_kri0001",2026-07-28,"AA-AA-000-0000"
"38166","Site",6,42,0.142857142857143,2.51564463066019,1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"10388","Site",5,39,0.128205128205128,2.06539885078391,1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"5960","Site",12,125,0.096,2.28600873197182,1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"16498","Site",13,149,0.087248322147651,2.07701240719206,1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"17808","Site",15,498,0.0301204819277108,-1.2009711966563,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"12417","Site",13,435,0.0298850574712644,-1.14168901482396,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"531","Site",23,774,0.0297157622739018,-1.54137354433875,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"17187","Site",22,753,0.0292164674634794,-1.57403532274265,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"34355","Site",9,319,0.0282131661442006,-1.09475520965088,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"8995","Site",8,297,0.0269360269360269,-1.14262119800753,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"2392","Site",13,497,0.0261569416498994,-1.54618878689731,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"33296","Site",7,271,0.025830258302583,-1.16282885991271,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"5968","Site",7,277,0.0252707581227437,-1.21213891052938,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"25616","Site",3,158,0.0189873417721519,-1.22511338621131,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"14105","Site",2,135,0.0148148148148148,-1.32250804110108,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"9075","Site",2,155,0.0129032258064516,-1.51039493783917,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"5444","Site",0,79,0,-1.52792971613537,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"21129","Site",0,36,0,-1.03143314225355,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"16725","Site",0,35,0,-1.01700679341752,-1,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"37781","Site",4,35,0.114285714285714,1.63376572248894,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"35223","Site",5,49,0.102040816326531,1.59705092170723,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"10531","Site",3,30,0.1,1.20580583480583,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"14449","Site",4,40,0.1,1.39234464663114,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"30776","Site",3,32,0.09375,1.10673869847168,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"13081","Site",12,138,0.0869565217391304,1.98543521800602,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"25970","Site",6,71,0.0845070422535211,1.34319714908478,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"18548","Site",14,171,0.0818713450292398,1.94940600782343,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"32900","Site",3,38,0.0789473684210526,0.848292532713583,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"6452","Site",5,67,0.0746268656716418,0.987746924356503,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"14393","Site",5,72,0.0694444444444444,0.851536806850292,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"29060","Site",11,161,0.0683229813664596,1.21756834315955,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"24964","Site",4,59,0.0677966101694915,0.721214773676309,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"5927","Site",11,167,0.0658682634730539,1.11568109516823,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"39044","Site",4,61,0.0655737704918033,0.665272553415878,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"17815","Site",3,47,0.0638297872340425,0.537086079814744,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"6022","Site",9,141,0.0638297872340425,0.930260378277129,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"34071","Site",20,316,0.0632911392405063,1.35509878788221,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"25476","Site",8,130,0.0615384615384615,0.790812106738445,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"12432","Site",13,212,0.0613207547169811,0.997451940298386,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"34694","Site",21,345,0.0608695652173913,1.23957308618699,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"9522","Site",25,417,0.0599520383693046,1.28933825314,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"12937","Site",18,301,0.0598006644518272,1.08512729676307,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"37186","Site",48,808,0.0594059405940594,1.73389362221036,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"30212","Site",6,105,0.0571428571428571,0.53412890058674,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"17172","Site",13,228,0.0570175438596491,0.77966154032169,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
"9044","Site",3,53,0.0566037735849057,0.364093887585772,0,"Analysis_kri0002",2026-07-28,"AA-AA-000-0000"
