"GroupID","Param","Value","GroupLevel"
"17808","Country","US","Site"
"17961","studyid","AA-AA-000-0000","Site"
"17961","invid","17961","Site"
"17961","InvestigatorFirstName","John","Site"
"17961","InvestigatorLastName","Doe","Site"
"17961","site_status","Active","Site"
"17961","site_active_dt","2012-01-01","Site"
"17961","City","Tokyo","Site"
"17961","State","Kanto","Site"
"17961","Country","Japan","Site"
"37702","studyid","AA-AA-000-0000","Site"
"37702","invid","37702","Site"
"37702","InvestigatorFirstName","John","Site"
"37702","InvestigatorLastName","Doe","Site"
"37702","site_status","Active","Site"
"37702","site_active_dt","2012-01-01","Site"
"37702","City","London","Site"
"37702","State","Greater London","Site"
"37702","Country","UK","Site"
"10497","studyid","AA-AA-000-0000","Site"
"10497","invid","10497","Site"
"10497","InvestigatorFirstName","Joanne","Site"
"10497","InvestigatorLastName","Doe","Site"
"10497","site_status","Active","Site"
"10497","site_active_dt","2012-01-01","Site"
"10497","City","Foster City","Site"
"10497","State","CA","Site"
"10497","Country","US","Site"
"38711","studyid","AA-AA-000-0000","Site"
"38711","invid","38711","Site"
"38711","InvestigatorFirstName","Joanne","Site"
"38711","InvestigatorLastName","Doe","Site"
"38711","site_status","Active","Site"
"38711","site_active_dt","2012-01-01","Site"
"38711","City","Kumamoto","Site"
"38711","State","Kumamoto Prefecture","Site"
"38711","Country","Japan","Site"
"37186","studyid","AA-AA-000-0000","Site"
"37186","invid","37186","Site"
"37186","InvestigatorFirstName","Joanne","Site"
"37186","InvestigatorLastName","Smith","Site"
"37186","site_status","Active","Site"
"37186","site_active_dt","2012-01-01","Site"
"37186","City","Kumamoto","Site"
"37186","State","Kumamoto Prefecture","Site"
"37186","Country","Japan","Site"
"14729","studyid","AA-AA-000-0000","Site"
"14729","invid","14729","Site"
"14729","InvestigatorFirstName","Fred","Site"
"14729","InvestigatorLastName","Smith","Site"
"14729","site_status","Active","Site"
"14729","site_active_dt","2012-01-01","Site"
"14729","City","Newtown Square","Site"
"14729","State","PA","Site"
"14729","Country","US","Site"
"38272","studyid","AA-AA-000-0000","Site"
"38272","invid","38272","Site"
"38272","InvestigatorFirstName","Joanne","Site"
"38272","InvestigatorLastName","Deer","Site"
"38272","site_status","Active","Site"
"38272","site_active_dt","2012-01-01","Site"
"38272","City","London","Site"
"38272","State","Greater London","Site"
"38272","Country","UK","Site"
"39000","studyid","AA-AA-000-0000","Site"
"39000","invid","39000","Site"
"39000","InvestigatorFirstName","Joanne","Site"
"39000","InvestigatorLastName","Doe","Site"
"39000","site_status","Active","Site"
"39000","site_active_dt","2012-01-01","Site"
"39000","City","Milton Keynes","Site"
"39000","State","Buckinghamshire","Site"
"39000","Country","UK","Site"
"34694","studyid","AA-AA-000-0000","Site"
"34694","invid","34694","Site"
"34694","InvestigatorFirstName","Fred","Site"
"34694","InvestigatorLastName","Deer","Site"
"34694","site_status","Active","Site"
"34694","site_active_dt","2012-01-01","Site"
"34694","City","Foster City","Site"
"34694","State","CA","Site"
"34694","Country","US","Site"
"34341","studyid","AA-AA-000-0000","Site"
"34341","invid","34341","Site"
"34341","InvestigatorFirstName","Fred","Site"
"34341","InvestigatorLastName","Deer","Site"
"34341","site_status","Active","Site"
"34341","site_active_dt","2012-01-01","Site"
"34341","City","Newtown Square","Site"
"34341","State","PA","Site"
"34341","Country","US","Site"
"26880","studyid","AA-AA-000-0000","Site"
"26880","invid","26880","Site"
"26880","InvestigatorFirstName","Fred","Site"
"26880","InvestigatorLastName","Deer","Site"
"26880","site_status","Active","Site"
"26880","site_active_dt","2012-01-01","Site"
"26880","City","Tokyo","Site"
"26880","State","Kanto","Site"
"26880","Country","Japan","Site"
"1881","studyid","AA-AA-000-0000","Site"
"1881","invid","1881","Site"
"1881","InvestigatorFirstName","John","Site"
"1881","InvestigatorLastName","Smith","Site"
"1881","site_status","Active","Site"
"1881","site_active_dt","2012-01-01","Site"
"1881","City","Foster City","Site"
"1881","State","CA","Site"
"1881","Country","US","Site"
"12937","studyid","AA-AA-000-0000","Site"
"12937","invid","12937","Site"
"12937","InvestigatorFirstName","Joanne","Site"
"12937","InvestigatorLastName","Deer","Site"
"12937","site_status","Active","Site"
"12937","site_active_dt","2012-01-01","Site"
"12937","City","Foster City","Site"
"12937","State","CA","Site"
"12937","Country","US","Site"
"5968","studyid","AA-AA-000-0000","Site"
"5968","invid","5968","Site"
"5968","InvestigatorFirstName","Joanne","Site"
"5968","InvestigatorLastName","Smith","Site"
"5968","site_status","Active","Site"
"5968","site_active_dt","2012-01-01","Site"
"5968","City","Newtown Square","Site"
"5968","State","PA","Site"
"5968","Country","US","Site"
"14601","studyid","AA-AA-000-0000","Site"
"14601","invid","14601","Site"
"14601","InvestigatorFirstName","Fred","Site"
"14601","InvestigatorLastName","Smith","Site"
"14601","site_status","Active","Site"
"14601","site_active_dt","2012-01-01","Site"
"14601","City","Kumamoto","Site"
"14601","State","Kumamoto Prefecture","Site"
"14601","Country","Japan","Site"
"8995","studyid","AA-AA-000-0000","Site"
"8995","invid","8995","Site"
"8995","InvestigatorFirstName","Fred","Site"
"8995","InvestigatorLastName","Smith","Site"
"8995","site_status","Active","Site"
"8995","site_active_dt","2012-01-01","Site"
"8995","City","Tokyo","Site"
"8995","State","Kanto","Site"
"8995","Country","Japan","Site"
"16996","studyid","AA-AA-000-0000","Site"
"16996","invid","16996","Site"
"16996","InvestigatorFirstName","Fred","Site"
"16996","InvestigatorLastName","Deer","Site"
"16996","site_status","Active","Site"
"16996","site_active_dt","2012-01-01","Site"
"16996","City","Newtown Square","Site"
"16996","State","PA","Site"
"16996","Country","US","Site"
"6530","studyid","AA-AA-000-0000","Site"
"6530","invid","6530","Site"
"6530","InvestigatorFirstName","Fred","Site"
"6530","InvestigatorLastName","Smith","Site"
"6530","site_status","Active","Site"
"6530","site_active_dt","2012-01-01","Site"
"6530","City","Newtown Square","Site"
"6530","State","PA","Site"
"6530","Country","US","Site"
"34660","studyid","AA-AA-000-0000","Site"
"34660","invid","34660","Site"
"34660","InvestigatorFirstName","John","Site"
"34660","InvestigatorLastName","Smith","Site"
"34660","site_status","Active","Site"
"34660","site_active_dt","2012-01-01","Site"
"34660","City","Tokyo","Site"
"34660","State","Kanto","Site"
"34660","Country","Japan","Site"
"18777","studyid","AA-AA-000-0000","Site"
"18777","invid","18777","Site"
"18777","InvestigatorFirstName","Fred","Site"
"18777","InvestigatorLastName","Doe","Site"
"18777","site_status","Active","Site"
"18777","site_active_dt","2012-01-01","Site"
"18777","City","Newtown Square","Site"
"18777","State","PA","Site"
"18777","Country","US","Site"
"34071","studyid","AA-AA-000-0000","Site"
"34071","invid","34071","Site"
"34071","InvestigatorFirstName","Fred","Site"
"34071","InvestigatorLastName","Smith","Site"
"34071","site_status","Active","Site"
"34071","site_active_dt","2012-01-01","Site"
"34071","City","Milton Keynes","Site"
"34071","State","Buckinghamshire","Site"
"34071","Country","UK","Site"
"9522","studyid","AA-AA-000-0000","Site"
"9522","invid","9522","Site"
"9522","InvestigatorFirstName","Fred","Site"
"9522","InvestigatorLastName","Doe","Site"
"9522","site_status","Active","Site"
"9522","site_active_dt","2012-01-01","Site"
"9522","City","Foster City","Site"
"9522","State","CA","Site"
"9522","Country","US","Site"
"26115","studyid","AA-AA-000-0000","Site"
"26115","invid","26115","Site"
"26115","InvestigatorFirstName","Joanne","Site"
"26115","InvestigatorLastName","Smith","Site"
"26115","site_status","Active","Site"
"26115","site_active_dt","2012-01-01","Site"
"26115","City","Milton Keynes","Site"
"26115","State","Buckinghamshire","Site"
"26115","Country","UK","Site"
"31107","studyid","AA-AA-000-0000","Site"
"31107","invid","31107","Site"
"31107","InvestigatorFirstName","Joanne","Site"
"31107","InvestigatorLastName","Smith","Site"
"31107","site_status","Active","Site"
"31107","site_active_dt","2012-01-01","Site"
"31107","City","Foster City","Site"
"31107","State","CA","Site"
"31107","Country","US","Site"
"6416","studyid","AA-AA-000-0000","Site"
"6416","invid","6416","Site"
"6416","InvestigatorFirstName","Fred","Site"
"6416","InvestigatorLastName","Deer","Site"
"6416","site_status","Active","Site"
"6416","site_active_dt","2012-01-01","Site"
"6416","City","Newtown Square","Site"
"6416","State","PA","Site"
"6416","Country","US","Site"
"32913","studyid","AA-AA-000-0000","Site"
"32913","invid","32913","Site"
"32913","InvestigatorFirstName","Joanne","Site"
"32913","InvestigatorLastName","Smith","Site"
"32913","site_status","Active","Site"
"32913","site_active_dt","2012-01-01","Site"
"32913","City","Milton Keynes","Site"
"32913","State","Buckinghamshire","Site"
"32913","Country","UK","Site"
"12432","studyid","AA-AA-000-0000","Site"
"12432","invid","12432","Site"
"12432","InvestigatorFirstName","John","Site"
"12432","InvestigatorLastName","Smith","Site"
"12432","site_status","Active","Site"
"12432","site_active_dt","2012-01-01","Site"
"12432","City","Newtown Square","Site"
"12432","State","PA","Site"
"12432","Country","US","Site"
"8594","studyid","AA-AA-000-0000","Site"
"8594","invid","8594","Site"
"8594","InvestigatorFirstName","John","Site"
"8594","InvestigatorLastName","Deer","Site"
"8594","site_status","Active","Site"
"8594","site_active_dt","2012-01-01","Site"
"8594","City","Milton Keynes","Site"
"8594","State","Buckinghamshire","Site"
"8594","Country","UK","Site"
"257","studyid","AA-AA-000-0000","Site"
"257","invid","257","Site"
"257","InvestigatorFirstName","John","Site"
"257","InvestigatorLastName","Deer","Site"
"257","site_status","Active","Site"
"257","site_active_dt","2012-01-01","Site"
"257","City","Milton Keynes","Site"
"257","State","Buckinghamshire","Site"
"257","Country","UK","Site"
"531","studyid","AA-AA-000-0000","Site"
"531","invid","531","Site"
"531","InvestigatorFirstName","Fred","Site"
"531","InvestigatorLastName","Smith","Site"
"531","site_status","Active","Site"
"531","site_active_dt","2012-01-01","Site"
"531","City","London","Site"
"531","State","Greater London","Site"
"531","Country","UK","Site"
"17541","studyid","AA-AA-000-0000","Site"
"17541","invid","17541","Site"
"17541","InvestigatorFirstName","Fred","Site"
"17541","InvestigatorLastName","Doe","Site"
"17541","site_status","Active","Site"
"17541","site_active_dt","2012-01-01","Site"
"17541","City","Newtown Square","Site"
"17541","State","PA","Site"
"17541","Country","US","Site"
"34696","studyid","AA-AA-000-0000","Site"
"34696","invid","34696","Site"
"34696","InvestigatorFirstName","Fred","Site"
"34696","InvestigatorLastName","Deer","Site"
"34696","site_status","Active","Site"
"34696","site_active_dt","2012-01-01","Site"
"34696","City","Kumamoto","Site"
"34696","State","Kumamoto Prefecture","Site"
"34696","Country","Japan","Site"
"33617","studyid","AA-AA-000-0000","Site"
"33617","invid","33617","Site"
"33617","InvestigatorFirstName","John","Site"
"33617","InvestigatorLastName","Deer","Site"
"33617","site_status","Active","Site"
"33617","site_active_dt","2012-01-01","Site"
"33617","City","Milton Keynes","Site"
"33617","State","Buckinghamshire","Site"
"33617","Country","UK","Site"
"25605","studyid","AA-AA-000-0000","Site"
"25605","invid","25605","Site"
"25605","InvestigatorFirstName","John","Site"
"25605","InvestigatorLastName","Doe","Site"
"25605","site_status","Active","Site"
"25605","site_active_dt","2012-01-01","Site"
"25605","City","Foster City","Site"
"25605","State","CA","Site"
"25605","Country","US","Site"
"34355","studyid","AA-AA-000-0000","Site"
"34355","invid","34355","Site"
"34355","InvestigatorFirstName","Fred","Site"
"34355","InvestigatorLastName","Smith","Site"
"34355","site_status","Active","Site"
"34355","site_active_dt","2012-01-01","Site"
"34355","City","Tokyo","Site"
"34355","State","Kanto","Site"
"34355","Country","Japan","Site"
"30729","studyid","AA-AA-000-0000","Site"
"30729","invid","30729","Site"
"30729","InvestigatorFirstName","Joanne","Site"
"30729","InvestigatorLastName","Deer","Site"
"30729","site_status","Active","Site"
"30729","site_active_dt","2012-01-01","Site"
"30729","City","Kumamoto","Site"
"30729","State","Kumamoto Prefecture","Site"
"30729","Country","Japan","Site"
"384","studyid","AA-AA-000-0000","Site"
"384","invid","384","Site"
"384","InvestigatorFirstName","Fred","Site"
"384","InvestigatorLastName","Doe","Site"
"384","site_status","Active","Site"
"384","site_active_dt","2012-01-01","Site"
"384","City","London","Site"
"384","State","Greater London","Site"
"384","Country","UK","Site"
"18548","studyid","AA-AA-000-0000","Site"
"18548","invid","18548","Site"
"18548","InvestigatorFirstName","John","Site"
"18548","InvestigatorLastName","Doe","Site"
"18548","site_status","Active","Site"
"18548","site_active_dt","2012-01-01","Site"
"18548","City","Tokyo","Site"
"18548","State","Kanto","Site"
"18548","Country","Japan","Site"
"28689","studyid","AA-AA-000-0000","Site"
"28689","invid","28689","Site"
"28689","InvestigatorFirstName","John","Site"
"28689","InvestigatorLastName","Deer","Site"
"28689","site_status","Active","Site"
"28689","site_active_dt","2012-01-01","Site"
"28689","City","Foster City","Site"
"28689","State","CA","Site"
"28689","Country","US","Site"
"33620","studyid","AA-AA-000-0000","Site"
"33620","invid","33620","Site"
"33620","InvestigatorFirstName","Fred","Site"
"33620","InvestigatorLastName","Deer","Site"
"33620","site_status","Active","Site"
"33620","site_active_dt","2012-01-01","Site"
"33620","City","Kumamoto","Site"
"33620","State","Kumamoto Prefecture","Site"
"33620","Country","Japan","Site"
"17187","studyid","AA-AA-000-0000","Site"
"17187","invid","17187","Site"
"17187","InvestigatorFirstName","Joanne","Site"
"17187","InvestigatorLastName","Smith","Site"
"17187","site_status","Active","Site"
"17187","site_active_dt","2012-01-01","Site"
"17187","City","Foster City","Site"
"17187","State","CA","Site"
"17187","Country","US","Site"
"20531","studyid","AA-AA-000-0000","Site"
"20531","invid","20531","Site"
"20531","InvestigatorFirstName","John","Site"
"20531","InvestigatorLastName","Smith","Site"
"20531","site_status","Active","Site"
"20531","site_active_dt","2012-01-01","Site"
"20531","City","Foster City","Site"
"20531","State","CA","Site"
"20531","Country","US","Site"
"21380","studyid","AA-AA-000-0000","Site"
"21380","invid","21380","Site"
"21380","InvestigatorFirstName","Fred","Site"
"21380","InvestigatorLastName","Smith","Site"
"21380","site_status","Active","Site"
"21380","site_active_dt","2012-01-01","Site"
"21380","City","Milton Keynes","Site"
"21380","State","Buckinghamshire","Site"
"21380","Country","UK","Site"
"39048","studyid","AA-AA-000-0000","Site"
"39048","invid","39048","Site"
"39048","InvestigatorFirstName","Joanne","Site"
"39048","InvestigatorLastName","Doe","Site"
"39048","site_status","Active","Site"
"39048","site_active_dt","2012-02-01","Site"
"39048","City","London","Site"
"39048","State","Greater London","Site"
"39048","Country","UK","Site"
"25970","studyid","AA-AA-000-0000","Site"
"25970","invid","25970","Site"
"25970","InvestigatorFirstName","Fred","Site"
"25970","InvestigatorLastName","Smith","Site"
"25970","site_status","Active","Site"
"25970","site_active_dt","2012-02-01","Site"
"25970","City","Kumamoto","Site"
"25970","State","Kumamoto Prefecture","Site"
"25970","Country","Japan","Site"
"28676","studyid","AA-AA-000-0000","Site"
"28676","invid","28676","Site"
"28676","InvestigatorFirstName","Joanne","Site"
"28676","InvestigatorLastName","Smith","Site"
"28676","site_status","Active","Site"
"28676","site_active_dt","2012-02-01","Site"
"28676","City","Newtown Square","Site"
"28676","State","PA","Site"
"28676","Country","US","Site"
"25476","studyid","AA-AA-000-0000","Site"
"25476","invid","25476","Site"
"25476","InvestigatorFirstName","John","Site"
"25476","InvestigatorLastName","Doe","Site"
"25476","site_status","Active","Site"
"25476","site_active_dt","2012-02-01","Site"
"25476","City","Milton Keynes","Site"
"25476","State","Buckinghamshire","Site"
"25476","Country","UK","Site"
"33824","studyid","AA-AA-000-0000","Site"
"33824","invid","33824","Site"
"33824","InvestigatorFirstName","John","Site"
"33824","InvestigatorLastName","Deer","Site"
"33824","site_status","Active","Site"
"33824","site_active_dt","2012-02-01","Site"
"33824","City","Newtown Square","Site"
"33824","State","PA","Site"
"33824","Country","US","Site"
"10371","studyid","AA-AA-000-0000","Site"
"10371","invid","10371","Site"
"10371","InvestigatorFirstName","John","Site"
"10371","InvestigatorLastName","Doe","Site"
"10371","site_status","Active","Site"
"10371","site_active_dt","2012-02-01","Site"
"10371","City","Tokyo","Site"
"10371","State","Kanto","Site"
"10371","Country","Japan","Site"
"10630","studyid","AA-AA-000-0000","Site"
"10630","invid","10630","Site"
"10630","InvestigatorFirstName","Joanne","Site"
"10630","InvestigatorLastName","Smith","Site"
"10630","site_status","Active","Site"
"10630","site_active_dt","2012-02-01","Site"
"10630","City","Foster City","Site"
"10630","State","CA","Site"
"10630","Country","US","Site"
"18260","studyid","AA-AA-000-0000","Site"
"18260","invid","18260","Site"
"18260","InvestigatorFirstName","Fred","Site"
"18260","InvestigatorLastName","Doe","Site"
"18260","site_status","Active","Site"
"18260","site_active_dt","2012-02-01","Site"
"18260","City","Newtown Square","Site"
"18260","State","PA","Site"
"18260","Country","US","Site"
"29192","studyid","AA-AA-000-0000","Site"
"29192","invid","29192","Site"
"29192","InvestigatorFirstName","Joanne","Site"
"29192","InvestigatorLastName","Smith","Site"
"29192","site_status","Active","Site"
"29192","site_active_dt","2012-02-01","Site"
"29192","City","Newtown Square","Site"
"29192","State","PA","Site"
"29192","Country","US","Site"
"21541","studyid","AA-AA-000-0000","Site"
"21541","invid","21541","Site"
"21541","InvestigatorFirstName","Fred","Site"
"21541","InvestigatorLastName","Smith","Site"
"21541","site_status","Active","Site"
"21541","site_active_dt","2012-02-01","Site"
"21541","City","London","Site"
"21541","State","Greater London","Site"
"21541","Country","UK","Site"
"18806","studyid","AA-AA-000-0000","Site"
"18806","invid","18806","Site"
"18806","InvestigatorFirstName","John","Site"
"18806","InvestigatorLastName","Deer","Site"
"18806","site_status","Active","Site"
"18806","site_active_dt","2012-02-01","Site"
"18806","City","London","Site"
"18806","State","Greater London","Site"
"18806","Country","UK","Site"
"38497","studyid","AA-AA-000-0000","Site"
"38497","invid","38497","Site"
"38497","InvestigatorFirstName","Joanne","Site"
"38497","InvestigatorLastName","Smith","Site"
"38497","site_status","Active","Site"
"38497","site_active_dt","2012-02-01","Site"
"38497","City","London","Site"
"38497","State","Greater London","Site"
"38497","Country","UK","Site"
"33296","studyid","AA-AA-000-0000","Site"
"33296","invid","33296","Site"
"33296","InvestigatorFirstName","John","Site"
"33296","InvestigatorLastName","Smith","Site"
"33296","site_status","Active","Site"
"33296","site_active_dt","2012-02-01","Site"
"33296","City","Newtown Square","Site"
"33296","State","PA","Site"
"33296","Country","US","Site"
"29060","studyid","AA-AA-000-0000","Site"
"29060","invid","29060","Site"
"29060","InvestigatorFirstName","Fred","Site"
"29060","InvestigatorLastName","Smith","Site"
"29060","site_status","Active","Site"
"29060","site_active_dt","2012-02-01","Site"
"29060","City","Foster City","Site"
"29060","State","CA","Site"
"29060","Country","US","Site"
"16992","studyid","AA-AA-000-0000","Site"
"16992","invid","16992","Site"
"16992","InvestigatorFirstName","Fred","Site"
"16992","InvestigatorLastName","Doe","Site"
"16992","site_status","Active","Site"
"16992","site_active_dt","2012-02-01","Site"
"16992","City","Newtown Square","Site"
"16992","State","PA","Site"
"16992","Country","US","Site"
"534","studyid","AA-AA-000-0000","Site"
"534","invid","534","Site"
"534","InvestigatorFirstName","Fred","Site"
"534","InvestigatorLastName","Deer","Site"
"534","site_status","Active","Site"
"534","site_active_dt","2012-02-01","Site"
"534","City","Newtown Square","Site"
"534","State","PA","Site"
"534","Country","US","Site"
"37908","studyid","AA-AA-000-0000","Site"
"37908","invid","37908","Site"
"37908","InvestigatorFirstName","Fred","Site"
"37908","InvestigatorLastName","Deer","Site"
"37908","site_status","Active","Site"
"37908","site_active_dt","2012-02-01","Site"
"37908","City","London","Site"
"37908","State","Greater London","Site"
"37908","Country","UK","Site"
"6022","studyid","AA-AA-000-0000","Site"
"6022","invid","6022","Site"
"6022","InvestigatorFirstName","John","Site"
"6022","InvestigatorLastName","Smith","Site"
"6022","site_status","Active","Site"
"6022","site_active_dt","2012-02-01","Site"
"6022","City","Tokyo","Site"
"6022","State","Kanto","Site"
"6022","Country","Japan","Site"
"14449","studyid","AA-AA-000-0000","Site"
"14449","invid","14449","Site"
"14449","InvestigatorFirstName","Joanne","Site"
"14449","InvestigatorLastName","Deer","Site"
"14449","site_status","Active","Site"
"14449","site_active_dt","2012-02-01","Site"
"14449","City","London","Site"
"14449","State","Greater London","Site"
"14449","Country","UK","Site"
"34903","studyid","AA-AA-000-0000","Site"
"34903","invid","34903","Site"
"34903","InvestigatorFirstName","Joanne","Site"
"34903","InvestigatorLastName","Smith","Site"
"34903","site_status","Active","Site"
"34903","site_active_dt","2012-02-01","Site"
"34903","City","London","Site"
"34903","State","Greater London","Site"
"34903","Country","UK","Site"
"1028","studyid","AA-AA-000-0000","Site"
"1028","invid","1028","Site"
"1028","InvestigatorFirstName","John","Site"
"1028","InvestigatorLastName","Smith","Site"
"1028","site_status","Active","Site"
"1028","site_active_dt","2012-02-01","Site"
"1028","City","Foster City","Site"
"1028","State","CA","Site"
"1028","Country","US","Site"
"16498","studyid","AA-AA-000-0000","Site"
"16498","invid","16498","Site"
"16498","InvestigatorFirstName","John","Site"
"16498","InvestigatorLastName","Doe","Site"
"16498","site_status","Active","Site"
"16498","site_active_dt","2012-02-01","Site"
"16498","City","Tokyo","Site"
"16498","State","Kanto","Site"
"16498","Country","Japan","Site"
"12417","studyid","AA-AA-000-0000","Site"
"12417","invid","12417","Site"
"12417","InvestigatorFirstName","John","Site"
"12417","InvestigatorLastName","Doe","Site"
"12417","site_status","Active","Site"
"12417","site_active_dt","2012-02-01","Site"
"12417","City","Tokyo","Site"
"12417","State","Kanto","Site"
"12417","Country","Japan","Site"
"14105","studyid","AA-AA-000-0000","Site"
"14105","invid","14105","Site"
"14105","InvestigatorFirstName","Joanne","Site"
"14105","InvestigatorLastName","Smith","Site"
"14105","site_status","Active","Site"
"14105","site_active_dt","2012-02-01","Site"
"14105","City","Kumamoto","Site"
"14105","State","Kumamoto Prefecture","Site"
"14105","Country","Japan","Site"
"30212","studyid","AA-AA-000-0000","Site"
"30212","invid","30212","Site"
"30212","InvestigatorFirstName","John","Site"
"30212","InvestigatorLastName","Deer","Site"
"30212","site_status","Active","Site"
"30212","site_active_dt","2012-02-01","Site"
"30212","City","Foster City","Site"
"30212","State","CA","Site"
"30212","Country","US","Site"
"5960","studyid","AA-AA-000-0000","Site"
"5960","invid","5960","Site"
"5960","InvestigatorFirstName","John","Site"
"5960","InvestigatorLastName","Doe","Site"
"5960","site_status","Active","Site"
"5960","site_active_dt","2012-02-01","Site"
"5960","City","Kumamoto","Site"
"5960","State","Kumamoto Prefecture","Site"
"5960","Country","Japan","Site"
"26674","studyid","AA-AA-000-0000","Site"
"26674","invid","26674","Site"
"26674","InvestigatorFirstName","Joanne","Site"
"26674","InvestigatorLastName","Doe","Site"
"26674","site_status","Active","Site"
"26674","site_active_dt","2012-02-01","Site"
"26674","City","Kumamoto","Site"
"26674","State","Kumamoto Prefecture","Site"
"26674","Country","Japan","Site"
"4354","studyid","AA-AA-000-0000","Site"
"4354","invid","4354","Site"
"4354","InvestigatorFirstName","Fred","Site"
"4354","InvestigatorLastName","Smith","Site"
"4354","site_status","Active","Site"
"4354","site_active_dt","2012-02-01","Site"
"4354","City","Milton Keynes","Site"
"4354","State","Buckinghamshire","Site"
"4354","Country","UK","Site"
"25616","studyid","AA-AA-000-0000","Site"
"25616","invid","25616","Site"
"25616","InvestigatorFirstName","Joanne","Site"
"25616","InvestigatorLastName","Deer","Site"
"25616","site_status","Active","Site"
"25616","site_active_dt","2012-02-01","Site"
"25616","City","Newtown Square","Site"
"25616","State","PA","Site"
"25616","Country","US","Site"
"36994","studyid","AA-AA-000-0000","Site"
"36994","invid","36994","Site"
"36994","InvestigatorFirstName","Joanne","Site"
"36994","InvestigatorLastName","Doe","Site"
"36994","site_status","Active","Site"
"36994","site_active_dt","2012-02-01","Site"
"36994","City","Foster City","Site"
"36994","State","CA","Site"
"36994","Country","US","Site"
"13081","studyid","AA-AA-000-0000","Site"
"13081","invid","13081","Site"
"13081","InvestigatorFirstName","Fred","Site"
"13081","InvestigatorLastName","Smith","Site"
"13081","site_status","Active","Site"
"13081","site_active_dt","2012-02-01","Site"
"13081","City","Kumamoto","Site"
"13081","State","Kumamoto Prefecture","Site"
"13081","Country","Japan","Site"
"14648","studyid","AA-AA-000-0000","Site"
"14648","invid","14648","Site"
"14648","InvestigatorFirstName","Fred","Site"
"14648","InvestigatorLastName","Smith","Site"
"14648","site_status","Active","Site"
"14648","site_active_dt","2012-02-01","Site"
"14648","City","Foster City","Site"
"14648","State","CA","Site"
"14648","Country","US","Site"
"37191","studyid","AA-AA-000-0000","Site"
"37191","invid","37191","Site"
"37191","InvestigatorFirstName","Fred","Site"
"37191","InvestigatorLastName","Doe","Site"
"37191","site_status","Active","Site"
"37191","site_active_dt","2012-02-01","Site"
"37191","City","Tokyo","Site"
"37191","State","Kanto","Site"
"37191","Country","Japan","Site"
"17172","studyid","AA-AA-000-0000","Site"
"17172","invid","17172","Site"
"17172","InvestigatorFirstName","Joanne","Site"
"17172","InvestigatorLastName","Smith","Site"
"17172","site_status","Active","Site"
"17172","site_active_dt","2012-02-01","Site"
"17172","City","Milton Keynes","Site"
"17172","State","Buckinghamshire","Site"
"17172","Country","UK","Site"
"14164","studyid","AA-AA-000-0000","Site"
"14164","invid","14164","Site"
"14164","InvestigatorFirstName","Joanne","Site"
"14164","InvestigatorLastName","Deer","Site"
"14164","site_status","Active","Site"
"14164","site_active_dt","2012-02-01","Site"
"14164","City","Foster City","Site"
"14164","State","CA","Site"
"14164","Country","US","Site"
"21129","studyid","AA-AA-000-0000","Site"
