"GroupID","GroupLevel","Numerator","Denominator","Metric","OverallMetric","Factor","Score"
"31107","Site",21,415,0.0506024096385542,0.0434683745783909,1.61487658797355,0.548533199659911
"14169","Site",2,28,0.0714285714285714,0.0434683745783909,1.61487658797355,0.558422451382862
"20531","Site",18,349,0.0515759312320917,0.0434683745783909,1.61487658797355,0.571671229487761
"12392","Site",6,102,0.0588235294117647,0.0434683745783909,1.61487658797355,0.585326135509388
"24680","Site",1,11,0.0909090909090909,0.0434683745783909,1.61487658797355,0.59386975943765
"6022","Site",8,141,0.0567375886524823,0.0434683745783909,1.61487658797355,0.594700614755112
"22677","Site",20,385,0.051948051948052,0.0434683745783909,1.61487658797355,0.627990861502516
"34355","Site",17,319,0.0532915360501567,0.0434683745783909,1.61487658797355,0.662201644502736
"39048","Site",5,79,0.0632911392405063,0.0434683745783909,1.61487658797355,0.664999626054319
"37702","Site",29,570,0.0508771929824561,0.0434683745783909,1.61487658797355,0.667621029731611
"384","Site",14,253,0.0553359683794466,0.0434683745783909,1.61487658797355,0.71246997024176
"17808","Site",26,498,0.0522088353413655,0.0434683745783909,1.61487658797355,0.736194603042419
"18548","Site",10,171,0.0584795321637427,0.0434683745783909,1.61487658797355,0.740893645227621
"4354","Site",7,111,0.0630630630630631,0.0434683745783909,1.61487658797355,0.779190202852488
"16498","Site",9,149,0.0604026845637584,0.0434683745783909,1.61487658797355,0.780196989117148
"32913","Site",13,224,0.0580357142857143,0.0434683745783909,1.61487658797355,0.822901563731463
"16992","Site",12,203,0.0591133004926108,0.0434683745783909,1.61487658797355,0.841327646469506
"30816","Site",3,37,0.0810810810810811,0.0434683745783909,1.61487658797355,0.863533275929175
"4659","Site",7,106,0.0660377358490566,0.0434683745783909,1.61487658797355,0.877032791299222
"5968","Site",16,277,0.0577617328519856,0.0434683745783909,1.61487658797355,0.897878959727843
"12407","Site",4,52,0.0769230769230769,0.0434683745783909,1.61487658797355,0.910547219349104
"10497","Site",11,178,0.0617977528089888,0.0434683745783909,1.61487658797355,0.922999285117137
"34341","Site",30,557,0.0538599640933573,0.0434683745783909,1.61487658797355,0.925663652918412
"37781","Site",3,35,0.0857142857142857,0.0434683745783909,1.61487658797355,0.943327149301871
"36994","Site",2,20,0.1,0.0434683745783909,1.61487658797355,0.954223484722559
"17938","Site",1,6,0.166666666666667,0.0434683745783909,1.61487658797355,1.13900057368217
"18244","Site",1,6,0.166666666666667,0.0434683745783909,1.61487658797355,1.13900057368217
"18806","Site",1,6,0.166666666666667,0.0434683745783909,1.61487658797355,1.13900057368217
"18179","Site",2,17,0.117647058823529,0.0434683745783909,1.61487658797355,1.154375808148
"17961","Site",21,344,0.061046511627907,0.0434683745783909,1.61487658797355,1.23053989350481
"38166","Site",4,42,0.0952380952380952,0.0434683745783909,1.61487658797355,1.26632184033154
"10388","Site",4,39,0.102564102564103,0.0434683745783909,1.61487658797355,1.39293875252954
"38404","Site",10,127,0.078740157480315,0.0434683745783909,1.61487658797355,1.5002820169495
"35223","Site",5,49,0.102040816326531,0.0434683745783909,1.61487658797355,1.54751547128642
"8995","Site",21,297,0.0707070707070707,0.0434683745783909,1.61487658797355,1.77177336991521
"5960","Site",11,125,0.088,0.0434683745783909,1.61487658797355,1.87917481910597
"6453","Site",4,26,0.153846153846154,0.0434683745783909,1.61487658797355,2.1242809598617
"38711","Site",23,301,0.0764119601328904,0.0434683745783909,1.61487658797355,2.15723642082425
"25664","Site",3,2,1.5,0.0434683745783909,1.61487658797355,7.77460882718102
