"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE7011","Site",34,433,0.0785219399538106
"SITE7096","Site",17,160,0.10625
"SITE7184","Site",22,217,0.101382488479263
"SITE7208","Site",7,91,0.0769230769230769
"SITE7246","Site",3,25,0.12
"SITE7543","Site",3,32,0.09375
"SITE759","Site",22,361,0.0609418282548476
"SITE7604","Site",8,161,0.0496894409937888
"SITE7734","Site",0,10,0
"SITE7809","Site",13,434,0.0299539170506912
"SITE7838","Site",5,32,0.15625
"SITE7860","Site",1,37,0.027027027027027
"SITE7913","Site",2,24,0.0833333333333333
"SITE7983","Site",11,497,0.0221327967806841
"SITE8084","Site",7,38,0.184210526315789
"SITE8091","Site",4,308,0.012987012987013
"SITE8210","Site",10,299,0.0334448160535117
"SITE8351","Site",48,580,0.0827586206896552
"SITE8354","Site",11,250,0.044
"SITE8361","Site",1,14,0.0714285714285714
"SITE8420","Site",29,236,0.122881355932203
"SITE8517","Site",22,450,0.0488888888888889
"SITE8616","Site",0,27,0
"SITE8625","Site",49,809,0.0605686032138443
"SITE8627","Site",2,15,0.133333333333333
"SITE8633","Site",21,431,0.0487238979118329
"SITE8764","Site",13,246,0.0528455284552846
"SITE8768","Site",3,107,0.0280373831775701
"SITE8786","Site",22,457,0.0481400437636762
"SITE8788","Site",18,367,0.0490463215258856
"SITE8799","Site",69,857,0.0805134189031505
"SITE8835","Site",11,172,0.063953488372093
"SITE8857","Site",9,73,0.123287671232877
"SITE8997","Site",8,49,0.163265306122449
"SITE9082","Site",2,20,0.1
"SITE9142","Site",69,1116,0.0618279569892473
"SITE9147","Site",4,45,0.0888888888888889
"SITE9346","Site",79,794,0.0994962216624685
"SITE9360","Site",39,576,0.0677083333333333
"SITE9395","Site",2,35,0.0571428571428571
"SITE9414","Site",15,250,0.06
"SITE9418","Site",6,45,0.133333333333333
"SITE9516","Site",4,42,0.0952380952380952
"SITE958","Site",49,665,0.0736842105263158
"SITE9580","Site",18,361,0.0498614958448753
"SITE9604","Site",17,127,0.133858267716535
"SITE9661","Site",17,274,0.062043795620438
"SITE9737","Site",38,441,0.0861678004535147
"SITE9766","Site",5,21,0.238095238095238
"SITE9858","Site",5,90,0.0555555555555556
"SITE9884","Site",5,61,0.0819672131147541
"SITE9888","Site",3,107,0.0280373831775701
