"StudyID","GroupLevel","GroupID","MetricID","SnapshotDate","SnapshotDate_Previous","Numerator","Denominator","Metric","Score","Flag","Numerator_Previous","Denominator_Previous","Metric_Previous","Score_Previous","Flag_Previous","Numerator_Change","Denominator_Change","Metric_Change","Score_Change","Flag_Change","Numerator_PercentChange","Denominator_PercentChange","Metric_PercentChange","Score_PercentChange","Flag_PercentChange"
"AA-AA-000-0000","Country","UK","Analysis_cou0001",2012-05-24,2012-03-29,875,10656,0.0821133633633634,1.43646289181558,0,864,8143,0.106103401694707,1.43776426858601,0,11,2513,-0.0239900383313436,-0.00130137677043241,0,1.27314814814815,30.8608620901388,-22.61005580233,-0.0905139179534809,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0002",2012-05-24,2012-03-29,180,10656,0.0168918918918919,1.31838974415353,0,176,8143,0.0216136559007737,1.30602453223724,0,4,2513,-0.00472176400888181,0.0123652119162931,0,2.27272727272727,30.8608620901388,-21.8462070024571,0.946782515264958,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0003",2012-05-24,2012-03-29,357,10656,0.0335022522522523,0.130432511609569,0,357,8143,0.0438413361169102,0.0505036905380381,0,0,2513,-0.0103390838646579,0.0799288210715308,0,0,30.8608620901388,-23.5829579579579,158.263327333139,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0004",2012-05-24,2012-03-29,347,10656,0.0325638138138138,-1.17984373007633,0,347,8143,0.0426132874861845,-1.12551885178888,0,0,2513,-0.0100494736723707,-0.0543248782874515,0,0,30.8608620901388,-23.582957957958,4.82665201041355,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0005",2012-05-24,2012-03-29,231,17632,0.0131011796733212,-0.445302983249779,0,154,16160,0.00952970297029703,-0.562904684544957,0,77,1472,0.00357147670302421,0.117601701295178,0,50,9.10891089108911,37.4773139745917,-20.8919386397087,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0006",2012-05-24,2012-03-29,44,231,0.19047619047619,0.120121255580313,0,40,229,0.174672489082969,0.748250529052561,0,4,2,0.0158037013932215,-0.628129273472248,0,10,0.873362445414847,9.04761904761931,-83.9463854796854,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0007",2012-05-24,2012-03-29,62,231,0.268398268398268,-0.1886326280405,0,56,229,0.244541484716157,0.873337342416897,0,6,2,0.0238567836821114,-1.0619699704574,0,10.7142857142857,0.873362445414847,9.75572047000628,-121.59905673087,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0008",2012-05-24,2012-03-29,42582,178000,0.239224719101124,1.25994759003635,0,42582,178000,0.239224719101124,1.25994759003635,0,0,0,-4.16333634234434e-16,-4.44089209850063e-15,0,0,0,-1.7403453781816e-13,-3.5246641476353e-13,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0009",2012-05-24,2012-03-29,39018,42582,0.916302663097083,-1.04472087612726,0,39018,42582,0.916302663097083,-1.04472087612726,0,0,0,3.33066907387547e-16,-3.77475828372553e-15,0,0,0,3.63490057162759e-14,3.61317397783647e-13,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0010",2012-05-24,2012-03-29,8537,170328,0.0501209431215067,-0.946348875042867,0,8537,170328,0.0501209431215067,-0.946348875042867,0,0,0,4.16333634234434e-17,-4.44089209850063e-16,0,0,0,8.30658020989606e-14,4.69265850640914e-14,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0011",2012-05-24,2012-03-29,46416,178000,0.26076404494382,-0.774378117952435,0,46416,178000,0.26076404494382,-0.774378117952435,0,0,0,2.22044604925031e-16,-2.22044604925031e-16,0,0,0,8.51515418749044e-14,2.86739255381013e-14,NA
"AA-AA-000-0000","Country","UK","Analysis_cou0012",2012-05-24,2012-03-29,69,300,0.23,-0.790746531620292,0,69,298,0.231543624161074,-0.774092124970563,0,0,2,-0.00154362416107398,-0.0166544066497286,0,0,0.671140939597315,-0.666666666666733,2.15147604690617,NA
"AA-AA-000-0000","Country","US","Analysis_cou0001",2012-05-24,2012-03-29,1010,13972,0.0722874320068709,-0.677098420970381,0,1000,10683,0.0936066647945334,-0.722303238628385,0,10,3289,-0.0213192327876625,0.0452048176580042,0,1,30.787232050922,-22.7753363870599,-6.2584265500243,NA
"AA-AA-000-0000","Country","US","Analysis_cou0002",2012-05-24,2012-03-29,201,13972,0.0143859146865159,-0.233936733839455,0,200,10683,0.0187213329589067,-0.211002859857513,0,1,3289,-0.00433541827239081,-0.022933873981942,0,0.5,30.787232050922,-23.1576367019755,10.8689872722241,NA
"AA-AA-000-0000","Country","US","Analysis_cou0003",2012-05-24,2012-03-29,452,13972,0.0323504151159462,-1.17269305711869,0,452,10683,0.0423102124871291,-1.13255563253833,0,0,3289,-0.00995979737118292,-0.0401374245803572,0,0,30.787232050922,-23.539937016891,3.54396935807909,NA
"AA-AA-000-0000","Country","US","Analysis_cou0004",2012-05-24,2012-03-29,474,13972,0.0339249928428285,-0.0282178354605195,0,474,10683,0.0443695591126088,-0.107964733004984,0,0,3289,-0.0104445662697803,0.0797468975444645,0,0,30.787232050922,-23.5399370168909,-73.8638399085219,NA
"AA-AA-000-0000","Country","US","Analysis_cou0005",2012-05-24,2012-03-29,388,23328,0.0166323731138546,1.28353842418662,0,293,21424,0.0136762509335325,1.30925510956839,0,95,1904,0.00295612218032209,-0.0257166853817696,0,32.4232081911263,8.88722927557879,21.615003956048,-1.96422264796411,NA
"AA-AA-000-0000","Country","US","Analysis_cou0006",2012-05-24,2012-03-29,54,318,0.169811320754717,-1.15874789788363,0,44,316,0.139240506329114,-1.32258632814528,0,10,2,0.030570814425603,0.16383843026165,0,22.7272727272727,0.632911392405063,21.9554030874785,-12.387730522771,NA
"AA-AA-000-0000","Country","US","Analysis_cou0007",2012-05-24,2012-03-29,80,318,0.251572327044025,-0.996442858360722,0,66,316,0.208860759493671,-1.32145897808096,0,14,2,0.0427115675503542,0.325016119720238,0,21.2121212121212,0.632911392405063,20.4497808271393,-24.5952485178337,NA
"AA-AA-000-0000","Country","US","Analysis_cou0008",2012-05-24,2012-03-29,51700,234000,0.220940170940171,-1.18405664214657,0,51700,234000,0.220940170940171,-1.18405664214657,0,0,0,-5.55111512312578e-17,-1.77635683940025e-15,0,0,0,-2.51249698029291e-14,1.5002296141677e-13,NA
"AA-AA-000-0000","Country","US","Analysis_cou0009",2012-05-24,2012-03-29,47388,51700,0.916595744680851,-0.20784356810525,0,47388,51700,0.916595744680851,-0.20784356810525,0,0,0,0,-3.60822483003176e-16,0,0,0,0,1.73602910252416e-13,NA
"AA-AA-000-0000","Country","US","Analysis_cou0010",2012-05-24,2012-03-29,10385,206800,0.0502176015473888,-0.335645884996491,0,10385,206800,0.0502176015473888,-0.335645884996491,0,0,0,-2.08166817117217e-17,-1.66533453693773e-16,0,0,0,-4.14529588635921e-14,4.96158186761368e-14,NA
"AA-AA-000-0000","Country","US","Analysis_cou0011",2012-05-24,2012-03-29,61068,234000,0.260974358974359,1.33188956290607,0,61068,234000,0.260974358974359,1.33188956290607,0,0,0,0,1.33226762955019e-15,0,0,0,0,1.00028385735173e-13,NA
"AA-AA-000-0000","Country","US","Analysis_cou0012",2012-05-24,2012-03-29,97,415,0.233734939759036,-0.535574290310033,0,97,413,0.234866828087167,-0.553173129050486,0,0,2,-0.00113188832813085,0.0175988387404534,0,0,0.484261501210654,-0.481927710843343,-3.18143413268493,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0001",2012-05-24,2012-03-29,13,49,0.26530612244898,2.79753660009469,1,13,49,0.26530612244898,2.34248110304089,1,0,0,-3.88578058618805e-16,0.455055497053799,0,0,0,-1.46464037479395e-13,19.426218485309,0
"AA-AA-000-0000","Site","SITE022","Analysis_kri0002",2012-05-24,2012-03-29,3,49,0.0612244897959184,2.37271279371424,1,3,49,0.0612244897959184,2.04014958816093,1,0,0,-3.46944695195361e-17,0.332563205553311,0,0,0,-5.66676335485757e-14,16.3009226128902,0
"AA-AA-000-0000","Site","SITE022","Analysis_kri0003",2012-05-24,2012-03-29,2,49,0.0408163265306122,0.199950421810263,0,2,49,0.0408163265306122,-0.0781064648079261,0,0,0,4.16333634234434e-17,0.278056886618189,0,0,0,1.02001740387436e-13,-355.997275388109,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0004",2012-05-24,2012-03-29,4,49,0.0816326530612245,1.34666453532712,0,4,49,0.0816326530612245,1.07005166873329,0,0,0,-1.38777878078145e-17,0.276612866593834,0,0,0,-1.70002900645727e-14,25.8504214961212,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0005",2012-05-24,2012-03-29,0,144,0,-0.461727867265534,0,0,144,0,-0.427867829700566,0,0,0,0,-0.0338600375649682,0,NA,0,NA,7.91366754277002,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0006",2012-05-24,2012-03-29,1,4,0.25,NA,NA,1,4,0.25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0007",2012-05-24,2012-03-29,1,4,0.25,NA,NA,1,4,0.25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0008",2012-05-24,2012-03-29,376,4000,0.094,-1.41693783965326,0,376,4000,0.094,-1.41693783965326,0,0,0,0,-4.44089209850063e-16,0,0,0,0,3.13414743697392e-14,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0009",2012-05-24,2012-03-29,353,376,0.938829787234043,1.55451973491293,0,353,376,0.938829787234043,1.55451973491293,0,0,0,-4.44089209850063e-16,2.22044604925031e-16,0,0,0,-4.73024200860123e-14,1.42838073996834e-14,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0010",2012-05-24,2012-03-29,81,1504,0.0538563829787234,0.683673911854687,0,81,1504,0.0538563829787234,0.683673911854687,0,0,0,0,0,0,0,0,0,0,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0011",2012-05-24,2012-03-29,1016,4000,0.254,-1.03358187024011,0,1016,4000,0.254,-1.03358187024011,0,0,0,0,-4.44089209850063e-15,0,0,0,0,4.29660409723418e-13,NA
"AA-AA-000-0000","Site","SITE022","Analysis_kri0012",2012-05-24,2012-03-29,3,7,0.428571428571429,1.14128412527536,0,3,7,0.428571428571429,1.13386519361096,0,0,0,-4.44089209850063e-16,0.00741893166439711,0,0,0,-1.03620815631681e-13,0.654304559854283,NA
"AA-AA-000-0000","Site","SITE022","Analysis_srs0001",2012-05-24,2012-03-29,5,178,2.80898876404494,2.80898876404494,NA,5,178,2.80898876404494,2.80898876404494,NA,0,0,3.5527136788005e-15,3.5527136788005e-15,NA,0,0,1.26476606965298e-13,1.26476606965298e-13,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0001",2012-05-24,2012-03-29,4,117,0.0341880341880342,-0.931272064435252,0,4,89,0.0449438202247191,-0.986699365380262,0,0,28,-0.0107557860366849,0.0554273009450101,0,0,31.4606741573034,-23.9316239316239,-5.6174456870811,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0002",2012-05-24,2012-03-29,0,117,0,-1.16074323713296,-1,0,89,0,-1.24468440207113,-1,0,28,0,0.083941164938174,0,NA,31.4606741573034,NA,-6.74397178903324,0
"AA-AA-000-0000","Site","SITE101","Analysis_kri0003",2012-05-24,2012-03-29,3,117,0.0256410256410256,-0.320878457148574,0,3,89,0.0337078651685393,-0.358864454342034,0,0,28,-0.00806683952751366,0.0379859971934597,0,0,31.4606741573034,-23.9316239316239,-10.5850542548456,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0004",2012-05-24,2012-03-29,7,117,0.0598290598290598,1.12930557168389,0,7,89,0.0786516853932584,1.3262552974132,0,0,28,-0.0188226255641986,-0.196949725729315,0,0,31.4606741573034,-23.9316239316239,-14.8500613805997,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0005",2012-05-24,2012-03-29,7,160,0.04375,1.02256068599913,0,0,144,0,-0.427867829700566,0,7,16,0.04375,1.4504285156997,0,Inf,11.1111111111111,Inf,-338.989850373828,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0006",2012-05-24,2012-03-29,0,2,0,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0007",2012-05-24,2012-03-29,0,2,0,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0008",2012-05-24,2012-03-29,658,2000,0.329,0.739893430801166,0,658,2000,0.329,0.739893430801166,0,0,0,0,1.11022302462516e-16,0,0,0,0,1.50051747779811e-14,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0009",2012-05-24,2012-03-29,605,658,0.919452887537994,0.259038067418131,0,605,658,0.919452887537994,0.259038067418131,0,0,0,-1.11022302462516e-16,4.44089209850063e-16,0,0,0,-1.20748223174108e-14,1.71437817721682e-13,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0010",2012-05-24,2012-03-29,126,2632,0.0478723404255319,-0.601905397451192,0,126,2632,0.0478723404255319,-0.601905397451192,0,0,0,1.38777878078145e-17,-4.44089209850063e-16,0,0,0,2.89891567541013e-14,7.37805661372348e-14,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0011",2012-05-24,2012-03-29,497,2000,0.2485,-1.31782584813567,0,497,2000,0.2485,-1.31782584813567,0,0,0,0,2.44249065417534e-15,0,0,0,0,-1.8534244548555e-13,NA
"AA-AA-000-0000","Site","SITE101","Analysis_kri0012",2012-05-24,2012-03-29,5,7,0.714285714285714,2.85962202175736,1,5,7,0.714285714285714,2.85184275968818,1,0,0,3.33066907387547e-16,0.0077792620691759,0,0,0,4.66293670342566e-14,0.272780188976004,0
"AA-AA-000-0000","Site","SITE101","Analysis_srs0001",2012-05-24,2012-03-29,8,178,4.49438202247191,4.49438202247191,NA,8,178,4.49438202247191,4.49438202247191,NA,0,0,0,0,NA,0,0,0,0,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0001",2012-05-24,2012-03-29,11,111,0.0990990990990991,0.530242472531565,0,11,111,0.0990990990990991,0.035329699335546,0,0,0,0,0.494912773196019,0,0,0,0,1400.84060296,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0002",2012-05-24,2012-03-29,2,111,0.018018018018018,0.253107305746247,0,2,111,0.018018018018018,-0.0772909547160715,0,0,0,1.73472347597681e-17,0.330398260462318,0,0,0,9.62771529167129e-14,-427.473385050084,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0003",2012-05-24,2012-03-29,7,111,0.0630630630630631,1.20030510231097,0,7,111,0.0630630630630631,0.76879304088862,0,0,0,-4.16333634234434e-17,0.431512061422348,0,0,0,-6.60186191428887e-14,56.1285077351349,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0004",2012-05-24,2012-03-29,4,111,0.036036036036036,0.088507732873963,0,4,111,0.036036036036036,-0.368705093596488,0,0,0,3.46944695195361e-17,0.457212826470451,0,0,0,9.62771529167129e-14,-124.005020383805,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0005",2012-05-24,2012-03-29,4,288,0.0138888888888889,-0.0101592929584765,0,4,288,0.0138888888888889,0.165731555479528,0,0,0,-1.21430643318376e-17,-0.175890848438005,0,0,0,-8.7430063189231e-14,-106.129968990565,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0006",2012-05-24,2012-03-29,1,4,0.25,NA,NA,1,4,0.25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0007",2012-05-24,2012-03-29,1,4,0.25,NA,NA,1,4,0.25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0008",2012-05-24,2012-03-29,188,2000,0.094,-1.00192635493864,0,188,2000,0.094,-1.00192635493864,0,0,0,0,2.66453525910038e-15,0,0,0,0,-2.65941228710723e-13,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0009",2012-05-24,2012-03-29,174,188,0.925531914893617,0.439873365270144,0,174,188,0.925531914893617,0.439873365270144,0,0,0,0,-3.88578058618805e-16,0,0,0,0,-8.83386195434141e-14,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0010",2012-05-24,2012-03-29,41,752,0.0545212765957447,0.572892951111226,0,41,752,0.0545212765957447,0.572892951111226,0,0,0,-1.38777878078145e-17,-3.33066907387547e-16,0,0,0,-2.54538937353085e-14,-5.81377213214974e-14,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0011",2012-05-24,2012-03-29,521,2000,0.2605,-0.0371572689849588,0,521,2000,0.2605,-0.0371572689849588,0,0,0,0,-1.38777878078145e-17,0,0,0,0,3.73487831235179e-14,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_kri0012",2012-05-24,2012-03-29,0,4,0,-1.08568232655981,0,0,4,0,-1.0908819354788,0,0,0,0,0.00519960891898674,0,NA,0,NA,-0.476642682391159,NA
"AA-AA-000-0000","Site","SITE1102","Analysis_srs0001",2012-05-24,2012-03-29,0,178,0,0,NA,0,178,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0001",2012-05-24,2012-03-29,16,106,0.150943396226415,1.63999396292096,0,16,106,0.150943396226415,1.09844414365116,0,0,0,8.32667268468867e-17,0.541549819269796,0,0,0,5.51642065360625e-14,49.3015345750507,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0002",2012-05-24,2012-03-29,3,106,0.0283018867924528,1.01910001126445,0,3,106,0.0283018867924528,0.656655193315427,0,0,0,3.12250225675825e-17,0.362444817949025,0,0,0,1.10328413072125e-13,55.1956067108912,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0003",2012-05-24,2012-03-29,7,106,0.0660377358490566,1.29047609153925,0,7,106,0.0660377358490566,0.867094718189063,0,0,0,0,0.423381373350186,0,0,0,0,48.8275807093397,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0004",2012-05-24,2012-03-29,6,106,0.0566037735849057,0.940922608782023,0,6,106,0.0566037735849057,0.512148120176094,0,0,0,-4.16333634234434e-17,0.428774488605929,0,0,0,-7.35522753814166e-14,83.7207971120741,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0005",2012-05-24,2012-03-29,3,272,0.0110294117647059,-0.138490069355851,0,3,272,0.0110294117647059,0.00683354932433475,0,0,0,-1.73472347597681e-17,-0.145323618680185,0,0,0,-1.5728159515523e-13,-2126.6198835015,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0006",2012-05-24,2012-03-29,2,6,0.333333333333333,NA,NA,2,6,0.333333333333333,NA,NA,0,0,3.33066907387547e-16,NA,NA,0,0,9.99200722162642e-14,NA,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0007",2012-05-24,2012-03-29,4,6,0.666666666666667,2.03742469485469,1,4,6,0.666666666666667,2.43278224050017,1,0,0,-3.33066907387547e-16,-0.395357545645485,0,0,0,-4.9960036108132e-14,-16.2512508955261,0
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0008",2012-05-24,2012-03-29,470,5000,0.094,-1.58418466467819,0,470,5000,0.094,-1.58418466467819,0,0,0,0,-3.5527136788005e-15,0,0,0,0,2.24261335058574e-13,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0009",2012-05-24,2012-03-29,428,470,0.91063829787234,-0.472104788518271,0,428,470,0.91063829787234,-0.472104788518271,0,0,0,4.44089209850063e-16,1.66533453693773e-16,0,0,0,4.8766805754563e-14,-3.52746800591557e-14,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0010",2012-05-24,2012-03-29,99,1880,0.0526595744680851,0.509755955020125,0,99,1880,0.0526595744680851,0.509755955020125,0,0,0,6.93889390390723e-18,2.22044604925031e-16,0,0,0,1.31768894336824e-14,4.35590016631125e-14,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0011",2012-05-24,2012-03-29,1279,5000,0.2558,-0.851842438239538,0,1279,5000,0.2558,-0.851842438239538,0,0,0,0,0,0,0,0,0,0,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_kri0012",2012-05-24,2012-03-29,1,7,0.142857142857143,-0.577053771206641,0,1,7,0.142857142857143,-0.584112372466254,0,0,0,-1.38777878078145e-16,0.00705860125961277,0,0,0,-9.71445146547011e-14,-1.20843207443283,NA
"AA-AA-000-0000","Site","SITE1233","Analysis_srs0001",2012-05-24,2012-03-29,16,178,8.98876404494382,8.98876404494382,NA,16,178,8.98876404494382,8.98876404494382,NA,0,0,0,0,NA,0,0,0,0,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0001",2012-05-24,2012-03-29,21,298,0.0704697986577181,-0.169903151210688,0,21,214,0.0981308411214953,0.0208225109730102,0,0,84,-0.0276610424637772,-0.190725662183698,0,0,39.2523364485981,-28.1879194630872,-915.95899471929,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0002",2012-05-24,2012-03-29,4,298,0.0134228187919463,-0.163492326708839,0,4,214,0.0186915887850467,-0.039178443103542,0,0,84,-0.00526876999310039,-0.124313883605297,0,0,39.2523364485981,-28.1879194630871,317.301744933447,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0003",2012-05-24,2012-03-29,6,298,0.0201342281879195,-0.876866453158331,0,6,214,0.0280373831775701,-0.870163557768147,0,0,84,-0.00790315498965064,-0.00670289539018387,0,0,39.2523364485981,-28.1879194630873,0.770302931023209,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0004",2012-05-24,2012-03-29,9,298,0.0302013422818792,-0.26138953487255,0,9,214,0.0420560747663551,-0.149111645378254,0,0,84,-0.0118547324844759,-0.112277889494296,0,0,39.2523364485981,-28.1879194630872,75.2978677215173,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0005",2012-05-24,2012-03-29,1,448,0.00223214285714286,-0.685560248203153,0,0,400,0,-0.713113049500943,0,1,48,0.00223214285714286,0.0275528012977899,0,Inf,12,Inf,-3.86373539469964,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0006",2012-05-24,2012-03-29,0,5,0,NA,NA,0,5,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0007",2012-05-24,2012-03-29,2,5,0.4,NA,NA,1,5,0.2,NA,NA,1,0,0.2,NA,NA,100,0,100,NA,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0008",2012-05-24,2012-03-29,1034,4000,0.2585,0.30737577528886,0,1034,4000,0.2585,0.30737577528886,0,0,0,0,-3.33066907387547e-16,0,0,0,0,-1.08358216282511e-13,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0009",2012-05-24,2012-03-29,962,1034,0.93036750483559,1.59387988696197,0,962,1034,0.93036750483559,1.59387988696197,0,0,0,-1.11022302462516e-16,1.33226762955019e-15,0,0,0,-1.19331663977382e-14,8.35864509269622e-14,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0010",2012-05-24,2012-03-29,214,4136,0.0517408123791103,0.466173564549311,0,214,4136,0.0517408123791103,0.466173564549311,0,0,0,-4.85722573273506e-17,5.55111512312578e-17,0,0,0,-9.38761010775336e-14,1.19078290689703e-14,NA
"AA-AA-000-0000","Site","SITE1257","Analysis_kri0011",2012-05-24,2012-03-29,1050,4000,0.2625,0.249308165184062,0,1050,4000,0.2625,0.249308165184062,0,0,0,0,-3.60822483003176e-16,0,0,0,0,-1.44729508853745e-13,NA
