"Threshold","Denominator","LogDenominator","Numerator","Metric","MetricID","StudyID","SnapshotDate"
-2,10165,9.22670572606245,663.06422407516,0.0652301253394157,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10181.92,9.22836887742886,664.251898099699,0.0652383733224872,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10198.84,9.23002926731493,665.439641815257,0.0652466007717796,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10215.76,9.23168690487573,666.627455048477,0.0652548077723515,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10232.68,9.23334179922088,667.815337626723,0.065262994408769,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10249.6,9.23499395941484,669.003289378069,0.0652711607651097,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10266.52,9.23664339447723,670.1913101313,0.0652793069249658,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10283.44,9.2382901133831,671.379399715904,0.0652874329714477,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10300.36,9.23993412506325,672.567557962074,0.0652955389871883,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10317.28,9.24157543840449,673.755784700698,0.0653036250543455,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10334.2,9.24321406224994,674.944079763354,0.0653116912546065,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10351.12,9.24485000539934,676.132442982315,0.0653197376691909,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10368.04,9.24648327660931,677.320874190534,0.0653277643788541,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10384.96,9.2481138845936,678.509373221649,0.0653357714638909,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10401.88,9.24974183802344,679.697939909972,0.0653437590041389,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10418.8,9.25136714552778,680.886574090491,0.0653517270789814,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10435.72,9.25298981569354,682.075275598863,0.0653596757673513,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10452.64,9.25460985706592,683.264044271411,0.0653676051477341,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10469.56,9.25622727814866,684.45287994512,0.065375515298171,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10486.48,9.25784208740429,685.641782457632,0.0653834062962626,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10503.4,9.25945429325444,686.830751647245,0.0653912782191714,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10520.32,9.26106390408003,688.019787352909,0.0653991311436258,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10537.24,9.2626709282216,689.20888941422,0.0654069651459225,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10554.16,9.26427537397956,690.398057671417,0.0654147803019299,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10571.08,9.2658772496144,691.58729196538,0.0654225766870915,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10588,9.26747656334699,692.776592137625,0.0654303543764285,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10604.92,9.26907332335883,693.965958030302,0.0654381134445429,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10621.84,9.27066753779226,695.155389486189,0.0654458539656207,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10638.76,9.27225921475078,696.344886348691,0.0654535760134349,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10655.68,9.27384836229923,697.534448461834,0.0654612796613481,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10672.6,9.27543498846407,698.724075670264,0.0654689649823158,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10689.52,9.27701910123361,699.913767819242,0.0654766320488892,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10706.44,9.27860070855828,701.103524754642,0.0654842809332179,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10723.36,9.2801798183508,702.293346322946,0.0654919117070532,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10740.28,9.28175643848652,703.48323237124,0.0654995244417501,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10757.2,9.28333057680356,704.673182747215,0.0655071192082712,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10774.12,9.28490224110309,705.863197299158,0.0655146960771884,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10791.04,9.28647143914956,707.053275875952,0.0655222551186866,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10807.96,9.28803817867094,708.243418327074,0.0655297964025657,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10824.88,9.2896024673589,709.433624502588,0.0655373199982437,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10841.8,9.2911643128691,710.623894253143,0.0655448259747591,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10858.72,9.29272372282138,711.814227429973,0.0655523144007741,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10875.64,9.29428070479997,713.00462388489,0.0655597853445765,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10892.56,9.29583526635375,714.19508347028,0.0655672388740829,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10909.48,9.29738741499644,715.385606039106,0.065574675056841,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10926.4,9.29893715820682,716.576191444899,0.0655820939600325,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10943.32,9.30048450342898,717.766839541755,0.0655894956504749,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10960.24,9.30202945807247,718.957550184337,0.065596880194625,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10977.16,9.30357202951258,720.148323227867,0.0656042476585808,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,10994.08,9.30511222509051,721.339158528124,0.065611598108084,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11011,9.30665005211359,722.530055941444,0.0656189316085228,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11027.92,9.3081855178555,723.721015324713,0.0656262482249339,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11044.84,9.30971862955644,724.912036535365,0.0656335480220053,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11061.76,9.3112493944234,726.103119431381,0.0656408310640785,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11078.68,9.3127778196303,727.294263871285,0.065648097415151,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11095.6,9.31430391231821,728.485469714141,0.0656553471388786,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11112.52,9.31582767959557,729.676736819549,0.0656625802985776,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11129.44,9.31734912853837,730.868065047645,0.0656697969572274,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11146.36,9.31886826619034,732.059454259094,0.0656769971774727,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11163.28,9.32038509956319,733.250904315092,0.0656841810216256,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11180.2,9.32189963563674,734.44241507736,0.0656913485516681,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11197.12,9.32341188135915,735.633986408139,0.0656984998292543,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11214.04,9.32492184364711,736.825618170196,0.0657056349157125,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11230.96,9.32642952938604,738.017310226811,0.0657127538720476,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11247.88,9.32793494543024,739.209062441781,0.0657198567589431,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11264.8,9.3294380986031,740.400874679412,0.0657269436367634,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11281.72,9.33093899569731,741.592746804523,0.0657340145655559,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11298.64,9.33243764347501,742.784678682438,0.0657410696050532,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11315.56,9.33393404866797,743.976670178986,0.0657481088146751,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11332.48,9.3354282179778,745.168721160494,0.0657551322535309,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11349.4,9.3369201580761,746.360831493792,0.0657621399804212,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11366.32,9.33840987560468,747.553001046205,0.0657691320538402,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11383.24,9.33989737717569,748.74522968555,0.0657761085319777,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11400.16,9.34138266937182,749.937517280135,0.065783069472721,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11417.08,9.34286575874646,751.12986369876,0.0657900149336573,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11434,9.34434665182392,752.322268810707,0.0657969449720751,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11450.92,9.34582535509953,753.514732485742,0.0658038596449667,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11467.84,9.34730187503987,754.707254594113,0.0658107590090299,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11484.76,9.34877621808292,755.899835006548,0.0658176431206701,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11501.68,9.3502483906382,757.092473594246,0.0658245120360023,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11518.6,9.351718399087,758.285170228886,0.0658313658108525,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11535.52,9.3531862497825,759.477924782611,0.0658382045007604,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11552.44,9.35465194904991,760.67073712804,0.0658450281609807,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11569.36,9.35611550318672,761.863607138251,0.0658518368464852,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11586.28,9.35757691846277,763.056534686793,0.0658586306119645,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11603.2,9.35903620112048,764.24951964767,0.0658654095118303,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11620.12,9.36049335737495,765.44256189535,0.0658721736002166,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11637.04,9.36194839341419,766.635661304754,0.0658789229309819,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11653.96,9.3634013153992,767.828817751261,0.065885657557711,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11670.88,9.3648521294642,769.0220311107,0.0658923775337164,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11687.8,9.36630084171671,770.215301259351,0.0658990829120409,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11704.72,9.36774745823778,771.40862807394,0.0659057737454583,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11721.64,9.36919198508209,772.602011431641,0.065912450086476,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11738.56,9.37063442827811,773.795451210067,0.0659191119873364,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11755.48,9.37207479382829,774.988947287277,0.0659257595000184,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11772.4,9.37351308770915,776.182499541764,0.0659323926762397,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11789.32,9.37494931587148,777.37610785246,0.0659390115674577,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11806.24,9.37638348424046,778.569772098731,0.0659456162248718,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11823.16,9.37781559871581,779.763492160374,0.065952206699425,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11840.08,9.37924566517193,780.957267917617,0.0659587830418052,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11857,9.38067368945807,782.151099251116,0.0659653453024471,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11873.92,9.38209967739846,783.344986041951,0.0659718935315339,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11890.84,9.38352363479243,784.538928171626,0.0659784277789985,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11907.76,9.38494556741459,785.732925522068,0.0659849480945256,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11924.68,9.38636548101494,786.926977975622,0.0659914545275531,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11941.6,9.38778338131903,788.121085415049,0.0659979471272735,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11958.52,9.38919927402808,789.315247723528,0.0660044259426357,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11975.44,9.39061316481913,790.509464784649,0.0660108910223465,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,11992.36,9.39202505934519,791.703736482414,0.0660173424148719,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12009.28,9.39343496323532,792.898062701232,0.0660237801684391,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12026.2,9.39484288209485,794.092443325922,0.0660302043310374,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12043.12,9.39624882150545,795.286878241706,0.0660366149504203,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12060.04,9.39765278702526,796.48136733421,0.0660430120741067,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12076.96,9.39905478418908,797.67591048946,0.0660493957493823,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12093.88,9.40045481850842,798.870507593883,0.0660557660233013,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12110.8,9.40185289547172,800.0651585343,0.0660621229426875,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12127.72,9.4032490205444,801.25986319793,0.0660684665541363,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12144.64,9.40464319916903,802.454621472383,0.0660747969040155,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12161.56,9.40603543676545,803.649433245663,0.0660811140384674,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12178.48,9.40742573873089,804.844298406161,0.0660874180034094,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12195.4,9.4088141104401,806.039216842657,0.0660937088445362,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12212.32,9.41020055724549,807.234188444315,0.0660999866073207,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12229.24,9.41158508447721,808.429213100684,0.0661062513370155,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12246.16,9.41296769744332,809.624290701696,0.0661125030786545,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12263.08,9.41434840142989,810.81942113766,0.0661187418770537,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12280,9.41572720170113,812.014604299266,0.0661249677768132,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12296.92,9.4171041034995,813.20984007758,0.0661311808223181,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12313.84,9.41847911204583,814.40512836404,0.0661373810577399,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12330.76,9.41985223253945,815.600469050461,0.0661435685270381,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12347.68,9.42122347015829,816.795862029026,0.0661497432739612,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12364.6,9.42259283005903,817.991307192287,0.066155905342048,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12381.52,9.42396031737719,819.186804433166,0.0661620547746291,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12398.44,9.42532593722722,820.382353644948,0.066168191614828,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12415.36,9.42668969470269,821.577954721284,0.0661743159055625,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12432.28,9.42805159487632,822.773607556186,0.0661804276895458,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12449.2,9.42941164280017,823.969312044027,0.0661865270092879,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12466.12,9.43076984350568,825.165068079538,0.0661926139070969,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12483.04,9.43212620200384,826.360875557809,0.0661986884250799,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12499.96,9.43348072328527,827.556734374283,0.0662047506051446,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12516.88,9.43483341232034,828.752644424758,0.0662108004890003,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12533.8,9.43618427405926,829.948605605383,0.0662168381181592,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12550.72,9.43753331343223,831.14461781266,0.0662228635339375,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12567.64,9.43888053534952,832.340680943437,0.0662288767774568,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12584.56,9.44022594470157,833.53679489491,0.0662348778896449,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12601.48,9.44156954635911,834.732959564619,0.0662408669112373,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12618.4,9.44291134517326,835.929174850451,0.0662468438827784,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12635.32,9.44425134597567,837.125440650633,0.0662528088446223,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12652.24,9.44558955357854,838.321756863733,0.0662587618369343,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12669.16,9.44692597277481,839.518123388658,0.0662647028996917,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12686.08,9.44826060833823,840.714540124652,0.0662706320726853,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12703,9.44959346502346,841.911006971295,0.0662765493955204,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12719.92,9.45092454756616,843.107523828503,0.0662824549076176,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12736.84,9.45225386068311,844.304090596521,0.0662883486482143,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12753.76,9.45358140907232,845.50070717593,0.0662942306563656,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12770.68,9.45490719741309,846.697373467636,0.0663001009709456,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12787.6,9.45623123036616,847.894089372876,0.0663059596306482,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12804.52,9.45755351257375,849.090854793213,0.066311806673988,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12821.44,9.45887404865972,850.287669630535,0.0663176421393022,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12838.36,9.46019284322961,851.484533787053,0.0663234660647507,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12855.28,9.46150990087079,852.6814471653,0.0663292784883177,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12872.2,9.46282522615251,853.878409668132,0.0663350794478125,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12889.12,9.46413882362601,855.07542119872,0.0663408689808707,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12906.04,9.46545069782463,856.272481660556,0.0663466471249551,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12922.96,9.46676085326388,857.469590957447,0.066352413917357,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12939.88,9.46806929444157,858.666748993516,0.0663581693951965,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12956.8,9.46937602583784,859.863955673196,0.0663639135954245,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12973.72,9.47068105191533,861.061210901236,0.0663696465548228,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,12990.64,9.47198437711919,862.258514582693,0.0663753683100057,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13007.56,9.47328600587725,863.455866622933,0.0663810788974207,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13024.48,9.47458594260005,864.653266927631,0.0663867783533493,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13041.4,9.47588419168095,865.850715402768,0.0663924667139086,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13058.32,9.47718075749624,867.048211954628,0.0663981440150515,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13075.24,9.4784756444052,868.245756489801,0.0664038102925683,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13092.16,9.47976885675018,869.443348915177,0.0664094655820871,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13109.08,9.48106039885674,870.640989137948,0.066415109919075,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13126,9.48235027503367,871.838677065606,0.0664207433388394,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13142.92,9.48363848957312,873.036412605939,0.0664263658765281,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13159.84,9.48492504675069,874.234195667033,0.066431977567131,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13176.76,9.48620995082546,875.432026157269,0.0664375784454805,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13193.68,9.48749320604016,876.629903985323,0.0664431685462527,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13210.6,9.48877481662117,877.827829060162,0.0664487479039681,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13227.52,9.49005478677866,879.025801291044,0.0664543165529929,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13244.44,9.49133312070664,880.223820587521,0.0664598745275392,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13261.36,9.49260982258308,881.421886859429,0.0664654218616665,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13278.28,9.49388489656995,882.620000016895,0.0664709585892823,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13295.2,9.49515834681331,883.81815997033,0.066476484744143,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13312.12,9.49643017744344,885.01636663043,0.0664820003598548,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13329.04,9.49770039257483,886.214619908177,0.0664875054698746,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13345.96,9.49896899630636,887.412919714834,0.0664930001075107,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13362.88,9.50023599272128,888.611265961943,0.0664984843059238,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13379.8,9.50150138588739,889.809658561329,0.0665039580981277,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13396.72,9.50276517985704,891.008097425095,0.0665094215169904,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13413.64,9.50402737866722,892.206582465621,0.0665148745952345,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13430.56,9.50528798633969,893.405113595563,0.0665203173654384,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13447.48,9.506547006881,894.603690727852,0.0665257498600371,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13464.4,9.50780444428258,895.802313775694,0.0665311721113227,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13481.32,9.50906030252083,897.000982652565,0.0665365841514455,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13498.24,9.5103145855572,898.199697272216,0.0665419860124146,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13515.16,9.51156729733821,899.398457548665,0.066547377726099,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13532.08,9.51281844179563,900.5972633962,0.0665527593242281,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13549,9.51406802284643,901.796114729379,0.0665581308383924,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
-2,13565.92,9.51531604439296,902.995011463023,0.0665634923000447,"Analysis_cou0001","AA-AA-000-0000",2026-07-28
