"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE8210","Site",8,215,0.0372093023255814
"SITE8351","Site",19,440,0.0431818181818182
"SITE8354","Site",10,194,0.0515463917525773
"SITE8361","Site",0,14,0
"SITE8420","Site",3,180,0.0166666666666667
"SITE8517","Site",17,316,0.0537974683544304
"SITE8616","Site",1,27,0.037037037037037
"SITE8625","Site",28,557,0.0502692998204668
"SITE8627","Site",1,15,0.0666666666666667
"SITE8633","Site",19,319,0.0595611285266458
"SITE8764","Site",9,162,0.0555555555555556
"SITE8768","Site",3,107,0.0280373831775701
"SITE8786","Site",17,345,0.0492753623188406
"SITE8788","Site",12,283,0.0424028268551237
"SITE8799","Site",21,633,0.033175355450237
"SITE8835","Site",8,144,0.0555555555555556
"SITE8857","Site",3,73,0.0410958904109589
"SITE8997","Site",5,49,0.102040816326531
"SITE9082","Site",2,20,0.1
"SITE9142","Site",30,808,0.0371287128712871
"SITE9147","Site",3,45,0.0666666666666667
"SITE9346","Site",21,570,0.0368421052631579
"SITE9360","Site",20,436,0.0458715596330275
"SITE9395","Site",3,35,0.0857142857142857
"SITE9414","Site",12,194,0.0618556701030928
"SITE9418","Site",1,45,0.0222222222222222
"SITE9516","Site",3,42,0.0714285714285714
"SITE958","Site",26,497,0.0523138832997988
"SITE9580","Site",9,277,0.0324909747292419
"SITE9604","Site",5,127,0.0393700787401575
"SITE9661","Site",10,190,0.0526315789473684
"SITE9737","Site",14,301,0.0465116279069767
"SITE9766","Site",3,21,0.142857142857143
"SITE9858","Site",1,90,0.0111111111111111
"SITE9884","Site",0,61,0
"SITE9888","Site",3,79,0.0379746835443038
