"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE4485","Site",2538,8000,0.31725
"SITE4543","Site",188,2000,0.094
"SITE4590","Site",2726,11000,0.247818181818182
"SITE4612","Site",94,1000,0.094
"SITE4629","Site",1410,4000,0.3525
"SITE4671","Site",188,2000,0.094
"SITE4703","Site",94,1000,0.094
"SITE4744","Site",94,1000,0.094
"SITE4754","Site",282,1000,0.282
"SITE4874","Site",1034,4000,0.2585
"SITE4875","Site",188,2000,0.094
"SITE4959","Site",2162,8000,0.27025
"SITE4976","Site",94,1000,0.094
"SITE5033","Site",1786,8000,0.22325
"SITE5062","Site",470,4000,0.1175
"SITE5217","Site",94,1000,0.094
"SITE5289","Site",188,1000,0.188
"SITE5384","Site",2162,7000,0.308857142857143
"SITE5425","Site",376,2000,0.188
"SITE5611","Site",188,2000,0.094
"SITE5895","Site",2350,7000,0.335714285714286
"SITE6068","Site",94,1000,0.094
"SITE6123","Site",188,2000,0.094
"SITE6155","Site",188,2000,0.094
"SITE6184","Site",282,3000,0.094
"SITE6384","Site",658,5000,0.1316
"SITE6405","Site",1974,6000,0.329
"SITE6410","Site",658,3000,0.219333333333333
"SITE6440","Site",94,1000,0.094
"SITE6572","Site",376,2000,0.188
"SITE6603","Site",2350,9000,0.261111111111111
"SITE6832","Site",564,5000,0.1128
"SITE6900","Site",1786,6000,0.297666666666667
"SITE6991","Site",94,1000,0.094
"SITE7004","Site",846,4000,0.2115
"SITE7011","Site",1692,4000,0.423
"SITE7096","Site",1034,5000,0.2068
"SITE7184","Site",1034,5000,0.2068
"SITE7208","Site",376,2000,0.188
"SITE7543","Site",188,2000,0.094
"SITE759","Site",1598,5000,0.3196
"SITE7604","Site",470,3000,0.156666666666667
"SITE7809","Site",1316,5000,0.2632
"SITE7838","Site",94,1000,0.094
"SITE7860","Site",188,2000,0.094
"SITE7983","Site",2350,12000,0.195833333333333
"SITE8091","Site",1128,2000,0.564
"SITE8210","Site",658,4000,0.1645
"SITE8351","Site",2256,8000,0.282
"SITE8354","Site",940,4000,0.235
"SITE8361","Site",94,1000,0.094
"SITE8420","Site",658,3000,0.219333333333333
"SITE8517","Site",1880,4000,0.47
"SITE8616","Site",94,1000,0.094
"SITE8625","Site",3760,11000,0.341818181818182
"SITE8627","Site",94,1000,0.094
"SITE8633","Site",1504,5000,0.3008
"SITE8764","Site",752,4000,0.188
"SITE8768","Site",376,4000,0.094
"SITE8786","Site",1692,8000,0.2115
"SITE8788","Site",1504,5000,0.3008
"SITE8799","Site",3384,12000,0.282
"SITE8835","Site",752,4000,0.188
"SITE8857","Site",376,2000,0.188
"SITE8997","Site",376,4000,0.094
"SITE9082","Site",94,1000,0.094
"SITE9142","Site",4606,14000,0.329
"SITE9147","Site",94,1000,0.094
"SITE9346","Site",3666,11000,0.333272727272727
"SITE9360","Site",2256,8000,0.282
"SITE9395","Site",282,3000,0.094
"SITE9414","Site",1034,6000,0.172333333333333
"SITE9418","Site",94,1000,0.094
"SITE9516","Site",282,3000,0.094
"SITE958","Site",2632,8000,0.329
"SITE9580","Site",1410,4000,0.3525
"SITE9604","Site",846,4000,0.2115
"SITE9661","Site",658,3000,0.219333333333333
"SITE9737","Site",1598,5000,0.3196
"SITE9858","Site",188,2000,0.094
"SITE9884","Site",188,2000,0.094
"SITE9888","Site",94,1000,0.094
