"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"38404","Site",846,4000,0.2115,-0.185285257551746,0
"16996","Site",1034,5000,0.2068,-0.262236393521973,0
"17172","Site",1034,5000,0.2068,-0.262236393521973,0
"28822","Site",1034,5000,0.2068,-0.262236393521973,0
"29060","Site",1034,5000,0.2068,-0.262236393521973,0
"12417","Site",1974,10000,0.1974,-0.526651362085315,0
"31107","Site",2350,12000,0.195833333333333,-0.605361459902872,0
"34660","Site",752,4000,0.188,-0.431615773972049,0
"34869","Site",752,4000,0.188,-0.431615773972049,0
"5444","Site",376,2000,0.188,-0.305198440642716,0
"21541","Site",376,2000,0.188,-0.305198440642716,0
"25970","Site",376,2000,0.188,-0.305198440642716,0
"29192","Site",376,2000,0.188,-0.305198440642716,0
"34903","Site",376,2000,0.188,-0.305198440642716,0
"21129","Site",188,1000,0.188,-0.215807886986024,0
"37908","Site",1034,6000,0.172333333333333,-0.729747230019317,0
"5927","Site",846,5000,0.1692,-0.702885817240713,0
"6022","Site",846,5000,0.1692,-0.702885817240713,0
"9075","Site",846,5000,0.1692,-0.702885817240713,0
"12392","Site",658,4000,0.1645,-0.677946290392352,0
"13081","Site",658,4000,0.1645,-0.677946290392352,0
"14648","Site",658,4000,0.1645,-0.677946290392352,0
"33296","Site",658,4000,0.1645,-0.677946290392352,0
"10371","Site",470,3000,0.156666666666667,-0.658228204863639,0
"30212","Site",470,3000,0.156666666666667,-0.658228204863639,0
"534","Site",752,5000,0.1504,-0.923210529100083,0
"25476","Site",658,5000,0.1316,-1.14353524095945,0
"10624","Site",376,3000,0.125333333333333,-0.942666184793402,0
"14105","Site",376,3000,0.125333333333333,-0.942666184793402,0
"14164","Site",376,3000,0.125333333333333,-0.942666184793402,0
"16992","Site",376,3000,0.125333333333333,-0.942666184793402,0
"16498","Site",470,4000,0.1175,-1.17060732323296,0
"20578","Site",470,4000,0.1175,-1.17060732323296,0
"26674","Site",564,5000,0.1128,-1.36385995281882,0
"14393","Site",564,6000,0.094,-1.73538735219601,0
"4659","Site",470,5000,0.094,-1.58418466467819,0
"5960","Site",470,5000,0.094,-1.58418466467819,0
"34","Site",376,4000,0.094,-1.41693783965326,0
"6452","Site",376,4000,0.094,-1.41693783965326,0
"13139","Site",376,4000,0.094,-1.41693783965326,0
"34664","Site",376,4000,0.094,-1.41693783965326,0
"35223","Site",376,4000,0.094,-1.41693783965326,0
"9044","Site",282,3000,0.094,-1.22710416472317,0
"13333","Site",282,3000,0.094,-1.22710416472317,0
"24964","Site",282,3000,0.094,-1.22710416472317,0
"37781","Site",282,3000,0.094,-1.22710416472317,0
"38166","Site",282,3000,0.094,-1.22710416472317,0
"4354","Site",188,2000,0.094,-1.00192635493864,0
"6453","Site",188,2000,0.094,-1.00192635493864,0
"12407","Site",188,2000,0.094,-1.00192635493864,0
"14449","Site",188,2000,0.094,-1.00192635493864,0
"17444","Site",188,2000,0.094,-1.00192635493864,0
"17731","Site",188,2000,0.094,-1.00192635493864,0
"18033","Site",188,2000,0.094,-1.00192635493864,0
"18549","Site",188,2000,0.094,-1.00192635493864,0
"22033","Site",188,2000,0.094,-1.00192635493864,0
"24867","Site",188,2000,0.094,-1.00192635493864,0
"24917","Site",188,2000,0.094,-1.00192635493864,0
"30019","Site",188,2000,0.094,-1.00192635493864,0
"30816","Site",188,2000,0.094,-1.00192635493864,0
"39000","Site",188,2000,0.094,-1.00192635493864,0
"39044","Site",188,2000,0.094,-1.00192635493864,0
"4723","Site",94,1000,0.094,-0.70846891982663,0
"6209","Site",94,1000,0.094,-0.70846891982663,0
"8240","Site",94,1000,0.094,-0.70846891982663,0
"10388","Site",94,1000,0.094,-0.70846891982663,0
"10531","Site",94,1000,0.094,-0.70846891982663,0
"14169","Site",94,1000,0.094,-0.70846891982663,0
"16424","Site",94,1000,0.094,-0.70846891982663,0
"17938","Site",94,1000,0.094,-0.70846891982663,0
"18179","Site",94,1000,0.094,-0.70846891982663,0
"18244","Site",94,1000,0.094,-0.70846891982663,0
"18806","Site",94,1000,0.094,-0.70846891982663,0
"21015","Site",94,1000,0.094,-0.70846891982663,0
"24680","Site",94,1000,0.094,-0.70846891982663,0
"25664","Site",94,1000,0.094,-0.70846891982663,0
"27025","Site",94,1000,0.094,-0.70846891982663,0
"30776","Site",94,1000,0.094,-0.70846891982663,0
"33633","Site",94,1000,0.094,-0.70846891982663,0
"34326","Site",94,1000,0.094,-0.70846891982663,0
"34343","Site",94,1000,0.094,-0.70846891982663,0
"36994","Site",94,1000,0.094,-0.70846891982663,0
"37191","Site",94,1000,0.094,-0.70846891982663,0
"37912","Site",94,1000,0.094,-0.70846891982663,0
"39048","Site",94,1000,0.094,-0.70846891982663,0
