"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag","MetricID","SnapshotDate","StudyID"
"UK","Country",40,229,0.174672489082969,0.748250529052561,0,"Analysis_cou0006",2012-03-29,"AA-AA-000-0000"
"US","Country",44,316,0.139240506329114,-1.32258632814528,0,"Analysis_cou0006",2012-03-29,"AA-AA-000-0000"
"UK","Country",56,229,0.244541484716157,0.873337342416897,0,"Analysis_cou0007",2012-03-29,"AA-AA-000-0000"
"Japan","Country",52,215,0.241860465116279,0.700733940657521,0,"Analysis_cou0007",2012-03-29,"AA-AA-000-0000"
"US","Country",66,316,0.208860759493671,-1.32145897808096,0,"Analysis_cou0007",2012-03-29,"AA-AA-000-0000"
"UK","Country",42582,178000,0.239224719101124,1.25994759003635,0,"Analysis_cou0008",2012-03-29,"AA-AA-000-0000"
"Japan","Country",37036,161000,0.230037267080745,0.102673942897849,0,"Analysis_cou0008",2012-03-29,"AA-AA-000-0000"
"US","Country",51700,234000,0.220940170940171,-1.18405664214657,0,"Analysis_cou0008",2012-03-29,"AA-AA-000-0000"
"Japan","Country",33968,37036,0.917161680527055,1.3657815865581,0,"Analysis_cou0009",2012-03-29,"AA-AA-000-0000"
"US","Country",47388,51700,0.916595744680851,-0.20784356810525,0,"Analysis_cou0009",2012-03-29,"AA-AA-000-0000"
"UK","Country",39018,42582,0.916302663097083,-1.04472087612726,0,"Analysis_cou0009",2012-03-29,"AA-AA-000-0000"
"Japan","Country",7480,148144,0.0504914137595853,1.41129927605381,0,"Analysis_cou0010",2012-03-29,"AA-AA-000-0000"
"US","Country",10385,206800,0.0502176015473888,-0.335645884996491,0,"Analysis_cou0010",2012-03-29,"AA-AA-000-0000"
"UK","Country",8537,170328,0.0501209431215067,-0.946348875042867,0,"Analysis_cou0010",2012-03-29,"AA-AA-000-0000"
"US","Country",61068,234000,0.260974358974359,1.33188956290607,0,"Analysis_cou0011",2012-03-29,"AA-AA-000-0000"
"UK","Country",46416,178000,0.26076404494382,-0.774378117952435,0,"Analysis_cou0011",2012-03-29,"AA-AA-000-0000"
"Japan","Country",41982,161000,0.260757763975155,-0.791459868002364,0,"Analysis_cou0011",2012-03-29,"AA-AA-000-0000"
"Japan","Country",74,289,0.256055363321799,1.44733578389918,0,"Analysis_cou0012",2012-03-29,"AA-AA-000-0000"
"US","Country",97,413,0.234866828087167,-0.553173129050486,0,"Analysis_cou0012",2012-03-29,"AA-AA-000-0000"
"UK","Country",69,298,0.231543624161074,-0.774092124970563,0,"Analysis_cou0012",2012-03-29,"AA-AA-000-0000"
"SITE4314","Site",49,228,0.214912280701754,3.53625564308707,2,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7809","Site",13,322,0.0403726708074534,-2.04029545280785,-2,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7983","Site",11,413,0.026634382566586,-2.86717832601905,-2,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8091","Site",4,224,0.0178571428571429,-2.37340172613604,-2,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE022","Site",13,49,0.26530612244898,2.34248110304089,1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2901","Site",33,178,0.185393258426966,2.33954628800898,1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1750","Site",49,277,0.176895306859206,2.63660330322039,1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4629","Site",60,344,0.174418604651163,2.84665834640936,1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE213","Site",96,699,0.137339055793991,2.10382348014539,1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4323","Site",58,753,0.0770252324037185,-1.11532435944635,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5384","Site",27,399,0.0676691729323308,-1.18438362233899,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2323","Site",20,297,0.0673400673400673,-1.0331479304496,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8517","Site",21,316,0.0664556962025316,-1.09701771112303,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2170","Site",26,396,0.0656565656565657,-1.25975178300293,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9580","Site",18,277,0.0649819494584837,-1.07598322031565,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8786","Site",22,345,0.063768115942029,-1.24575139822134,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8788","Site",18,283,0.0636042402826855,-1.13377016279663,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2986","Site",16,255,0.0627450980392157,-1.10356783163884,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8633","Site",20,319,0.0626959247648903,-1.23606067233785,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7004","Site",17,292,0.0582191780821918,-1.33507308774709,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8354","Site",11,194,0.056701030927835,-1.13036170660485,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8210","Site",10,215,0.0465116279069767,-1.48776808503936,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2883","Site",4,95,0.0421052631578947,-1.07456249957815,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4874","Site",7,171,0.0409356725146199,-1.47216191327539,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9888","Site",3,79,0.0379746835443038,-1.05308155301318,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2373","Site",5,155,0.032258064516129,-1.61693567362943,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8768","Site",3,107,0.0280373831775701,-1.43046360354455,-1,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6991","Site",10,49,0.204081632653061,1.48824486825616,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3871","Site",8,40,0.2,1.29318705398923,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3839","Site",14,72,0.194444444444444,1.64103130419532,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8084","Site",7,38,0.184210526315789,1.0664372440768,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2923","Site",5,30,0.166666666666667,0.756022708754373,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8997","Site",8,49,0.163265306122449,0.918754045066349,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4671","Site",7,43,0.162790697674419,0.854464271614197,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7838","Site",5,32,0.15625,0.663365406083282,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8420","Site",28,180,0.155555555555556,1.55473849198822,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2894","Site",6,39,0.153846153846154,0.702413363617552,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1233","Site",16,106,0.150943396226415,1.09844414365116,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6603","Site",60,411,0.145985401459854,1.96260089460151,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3081","Site",63,435,0.144827586206897,1.97095762178834,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5611","Site",18,126,0.142857142857143,1.01667560858866,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6572","Site",10,71,0.140845070422535,0.729385751557464,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9346","Site",79,570,0.13859649122807,1.95963922711806,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4264","Site",33,240,0.1375,1.23772350946851,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7184","Site",22,161,0.136645962732919,0.992150668469084,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1934","Site",9,67,0.134328358208955,0.602220434469274,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9604","Site",17,127,0.133858267716535,0.818565506795712,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9418","Site",6,45,0.133333333333333,0.480237867577336,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4597","Site",6,47,0.127659574468085,0.413262951186431,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6155","Site",8,63,0.126984126984127,0.467776368417716,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9737","Site",38,301,0.12624584717608,0.996941111071253,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1982","Site",28,223,0.125560538116592,0.837703269304341,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3353","Site",14,113,0.123893805309735,0.561001676609156,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8857","Site",9,73,0.123287671232877,0.440583866387211,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2192","Site",88,725,0.121379310344828,1.28604903551085,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7096","Site",16,132,0.121212121212121,0.544922523032084,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4072","Site",18,149,0.120805369127517,0.569053415126627,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3068","Site",12,102,0.117647058823529,0.407247100990758,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3077","Site",6,52,0.115384615384615,0.258257914233216,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4543","Site",6,52,0.115384615384615,0.258257914233216,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5425","Site",7,61,0.114754098360656,0.269900134531921,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4155","Site",4,35,0.114285714285714,0.198919779539598,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1786","Site",16,141,0.113475177304965,0.380073974795415,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2354","Site",6,53,0.113207547169811,0.229138238271693,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3989","Site",30,266,0.112781954887218,0.499499175981504,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5289","Site",4,36,0.111111111111111,0.163775422753739,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3289","Site",33,301,0.109634551495017,0.422505267521317,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3938","Site",15,137,0.109489051094891,0.28164767467461,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8351","Site",48,440,0.109090909090909,0.488098878016181,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5033","Site",38,349,0.108882521489971,0.426944948155471,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4260","Site",22,203,0.108374384236453,0.311186503970786,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8799","Site",67,633,0.105845181674566,0.422673391549301,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1910","Site",20,191,0.104712041884817,0.200962892855462,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3754","Site",12,116,0.103448275862069,0.129483094960843,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7011","Site",33,321,0.102803738317757,0.19237812373975,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4590","Site",51,498,0.102409638554217,0.222087371880347,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1544","Site",8,79,0.10126582278481,0.068191107990526,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1102","Site",11,111,0.0990990990990991,0.035329699335546,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE958","Site",49,497,0.0985915492957746,0.0522044433314269,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1257","Site",21,214,0.0981308411214953,0.0208225109730102,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1748","Site",12,125,0.096,-0.031571413604737,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9516","Site",4,42,0.0952380952380952,-0.0281424562388167,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6410","Site",15,158,0.0949367088607595,-0.0621351106775113,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3909","Site",33,348,0.0948275862068965,-0.096271782065424,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7543","Site",3,32,0.09375,-0.0413435339935161,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5895","Site",36,385,0.0935064935064935,-0.152928043933871,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3415","Site",11,118,0.0932203389830508,-0.0908595887674205,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6900","Site",30,324,0.0925925925925926,-0.173079692126901,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5062","Site",11,120,0.0916666666666667,-0.125550175795806,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9147","Site",4,45,0.0888888888888889,-0.11402488925621,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4959","Site",42,477,0.0880503144654088,-0.407743414102308,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9360","Site",38,436,0.0871559633027523,-0.427048734845356,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8625","Site",48,557,0.0861759425493716,-0.528784540512136,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6184","Site",5,59,0.0847457627118644,-0.19399486400141,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9661","Site",16,190,0.0842105263157895,-0.362835073257485,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9142","Site",68,808,0.0841584158415842,-0.751187680014865,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2532","Site",35,417,0.0839328537170264,-0.548829266756267,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4485","Site",48,576,0.0833333333333333,-0.673710229761279,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6405","Site",28,338,0.0828402366863905,-0.534153288022495,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9884","Site",5,61,0.0819672131147541,-0.240510662529563,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2980","Site",9,110,0.0818181818181818,-0.326088165563583,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8764","Site",13,162,0.0802469135802469,-0.435589797356077,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3319","Site",11,138,0.0797101449275362,-0.414599620859192,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE759","Site",22,277,0.0794223826714801,-0.596939797923902,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9414","Site",15,194,0.077319587628866,-0.557942890730967,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6384","Site",10,130,0.0769230769230769,-0.46574224707999,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7208","Site",7,91,0.0769230769230769,-0.389667920799985,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8835","Site",11,144,0.0763888888888889,-0.502956604977669,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7604","Site",8,105,0.0761904761904762,-0.433533425459261,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE216","Site",15,202,0.0742574257425743,-0.656078481467383,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3719","Site",10,135,0.0740740740740741,-0.540594664146387,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1727","Site",12,167,0.0718562874251497,-0.658386961757121,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE180","Site",18,253,0.0711462450592885,-0.83288103189247,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3090","Site",15,212,0.0707547169811321,-0.773776418488674,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6832","Site",8,122,0.0655737704918033,-0.701048376637652,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9395","Site",2,35,0.0571428571428571,-0.474910849607207,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9858","Site",5,90,0.0555555555555556,-0.791566382579641,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE404","Site",5,93,0.0537634408602151,-0.839098855203021,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE101","Site",4,89,0.0449438202247191,-0.986699365380262,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4754","Site",1,30,0.0333333333333333,-0.699617818627451,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7860","Site",1,37,0.027027027027027,-0.853423724957834,0,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1273","Site",5,21,0.238095238095238,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9766","Site",5,21,0.238095238095238,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1935","Site",5,26,0.192307692307692,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE1841","Site",4,23,0.173913043478261,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4612","Site",1,6,0.166666666666667,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4028","Site",4,24,0.166666666666667,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6123","Site",3,19,0.157894736842105,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4275","Site",4,28,0.142857142857143,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8627","Site",2,15,0.133333333333333,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4424","Site",3,24,0.125,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7246","Site",3,25,0.12,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4703","Site",2,17,0.117647058823529,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE3759","Site",3,28,0.107142857142857,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5185","Site",1,10,0.1,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE9082","Site",2,20,0.1,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7913","Site",2,24,0.0833333333333333,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8361","Site",1,14,0.0714285714285714,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4875","Site",0,28,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE8616","Site",0,27,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6068","Site",0,11,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE7734","Site",0,10,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4744","Site",0,6,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE4976","Site",0,6,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2030","Site",0,5,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2062","Site",0,4,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE5217","Site",0,4,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE6440","Site",0,2,0,NA,NA,"Analysis_kri0001",2012-03-29,"AA-AA-000-0000"
"SITE2901","Site",10,178,0.0561797752808989,3.42299316566696,2,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE4597","Site",3,47,0.0638297872340425,2.12159458584307,1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE022","Site",3,49,0.0612244897959184,2.04014958816093,1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8997","Site",3,49,0.0612244897959184,2.04014958816093,1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE3839","Site",4,72,0.0555555555555556,2.14039112397537,1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8420","Site",8,180,0.0444444444444444,2.35338221784225,1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE6603","Site",14,411,0.0340632603406326,2.10073599702409,1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE2532","Site",5,417,0.0119904076738609,-1.00099460600527,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE2323","Site",3,297,0.0101010101010101,-1.06994806154076,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE4590","Site",5,498,0.0100401606425703,-1.39486680851769,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE9142","Site",8,808,0.0099009900990099,-1.80409621880918,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE7809","Site",3,322,0.0093167701863354,-1.21138675086016,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE6405","Site",3,338,0.00887573964497041,-1.29718948947725,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE4485","Site",5,576,0.00868055555555556,-1.72578155178501,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE9580","Site",2,277,0.0072202166064982,-1.36485615844617,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8625","Site",4,557,0.00718132854578097,-1.94176401107541,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8835","Site",1,144,0.00694444444444444,-1.00695969930738,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE4072","Site",1,149,0.00671140939597315,-1.04396344116921,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8517","Site",2,316,0.00632911392405063,-1.5673176908699,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8633","Site",2,319,0.00626959247648903,-1.58209149030769,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE7184","Site",1,161,0.0062111801242236,-1.12908110879417,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8764","Site",1,162,0.00617283950617284,-1.13595678944598,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE4874","Site",1,171,0.00584795321637427,-1.19646392575423,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8091","Site",1,224,0.00446428571428571,-1.51259299498466,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE2373","Site",0,155,0,-1.64259347353496,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE6832","Site",0,122,0,-1.45728387420894,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE2980","Site",0,110,0,-1.38375940739982,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE101","Site",0,89,0,-1.24468440207113,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE9888","Site",0,79,0,-1.17267533175537,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE8857","Site",0,73,0,-1.12726409393567,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE6155","Site",0,63,0,-1.04721177916648,-1,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE3353","Site",5,113,0.0442477876106195,1.85018550221289,0,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE6991","Site",2,49,0.0408163265306122,1.0522483990304,0,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE4543","Site",2,52,0.0384615384615385,0.966555377037889,0,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE2923","Site",1,30,0.0333333333333333,0.539912004896511,0,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE4754","Site",1,30,0.0333333333333333,0.539912004896511,0,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
"SITE5425","Site",2,61,0.0327868852459016,0.740373693568852,0,"Analysis_kri0002",2012-03-29,"AA-AA-000-0000"
