"GroupID","GroupLevel","Numerator","Denominator","Metric"
"SITE6832","Site",90,2256,0.0398936170212766
"SITE6900","Site",382,7144,0.053471444568869
"SITE6991","Site",20,376,0.0531914893617021
"SITE7004","Site",159,3384,0.0469858156028369
"SITE7011","Site",349,6768,0.0515661938534279
"SITE7096","Site",199,4136,0.0481141199226306
"SITE7184","Site",228,4136,0.0551257253384913
"SITE7208","Site",79,1504,0.0525265957446809
"SITE7543","Site",32,752,0.0425531914893617
"SITE759","Site",314,6392,0.0491239048811014
"SITE7604","Site",96,1880,0.051063829787234
"SITE7809","Site",242,5264,0.0459726443768997
"SITE7838","Site",21,376,0.0558510638297872
"SITE7860","Site",34,752,0.0452127659574468
"SITE7983","Site",454,9400,0.0482978723404255
"SITE8091","Site",228,4512,0.050531914893617
"SITE8210","Site",138,2632,0.0524316109422492
"SITE8351","Site",443,9024,0.0490913120567376
"SITE8354","Site",197,3760,0.0523936170212766
"SITE8361","Site",19,376,0.050531914893617
"SITE8420","Site",134,2632,0.0509118541033435
"SITE8517","Site",359,7520,0.0477393617021277
"SITE8616","Site",14,376,0.0372340425531915
"SITE8625","Site",761,15040,0.0505984042553191
"SITE8627","Site",15,376,0.0398936170212766
"SITE8633","Site",302,6016,0.0501994680851064
"SITE8764","Site",154,3008,0.0511968085106383
"SITE8768","Site",73,1504,0.0485372340425532
"SITE8786","Site",337,6768,0.0497931442080378
"SITE8788","Site",283,6016,0.0470412234042553
"SITE8799","Site",686,13536,0.0506796690307329
"SITE8835","Site",153,3008,0.0508643617021277
"SITE8857","Site",76,1504,0.050531914893617
"SITE8997","Site",74,1504,0.0492021276595745
"SITE9082","Site",20,376,0.0531914893617021
"SITE9142","Site",899,18424,0.0487950499348676
"SITE9147","Site",13,376,0.0345744680851064
"SITE9346","Site",807,14664,0.0550327332242226
"SITE9360","Site",483,9024,0.0535239361702128
"SITE9395","Site",65,1128,0.0576241134751773
"SITE9414","Site",227,4136,0.0548839458413926
"SITE9418","Site",18,376,0.0478723404255319
"SITE9516","Site",60,1128,0.0531914893617021
"SITE958","Site",499,10528,0.0473974164133739
"SITE9580","Site",293,5640,0.0519503546099291
"SITE9604","Site",172,3384,0.0508274231678487
"SITE9661","Site",157,2632,0.0596504559270517
"SITE9737","Site",316,6392,0.0494367959949937
"SITE9858","Site",29,752,0.038563829787234
"SITE9884","Site",33,752,0.0438829787234043
"SITE9888","Site",22,376,0.0585106382978723
