"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"6530","Site",11,223,0.0493273542600897,0.314005959672384,0
"8594","Site",35,725,0.0482758620689655,0.459113623426246,0
"17172","Site",11,228,0.0482456140350877,0.255738039089835,0
"8560","Site",19,396,0.047979797979798,0.317031861000631,0
"5927","Site",8,167,0.0479041916167665,0.202184883590061,0
"24917","Site",3,63,0.0476190476190476,0.115623804997774,0
"34071","Site",15,316,0.0474683544303797,0.248822620850613,0
"18033","Site",2,43,0.0465116279069767,0.0680622196941211,0
"37908","Site",9,194,0.0463917525773196,0.138254135035131,0
"26880","Site",15,324,0.0462962962962963,0.172171605125345,0
"9522","Site",19,417,0.0455635491606715,0.138739835576868,0
"28822","Site",6,132,0.0454545454545455,0.0733225467877246,0
"14729","Site",12,266,0.0451127819548872,0.0830070589677074,0
"37191","Site",2,45,0.0444444444444444,0.0171870341037332,0
"37912","Site",2,45,0.0444444444444444,0.0171870341037332,0
"33824","Site",8,180,0.0444444444444444,0.0343740682074664,0
"29192","Site",4,91,0.043956043956044,0.00682207142490073,0
"28689","Site",14,321,0.043613707165109,-0.0103815169518892,0
"29060","Site",7,161,0.0434782608695652,-0.0138514349430637,0
"17541","Site",25,576,0.0434027777777778,-0.033050262375123,0
"14164","Site",5,116,0.0431034482758621,-0.0270232338756488,0
"34696","Site",12,283,0.0424028268551237,-0.0867798606748611,0
"13333","Site",5,118,0.0423728813559322,-0.0572660773452268,0
"38497","Site",8,190,0.0421052631578947,-0.0866162011588695,0
"16996","Site",10,240,0.0416666666666667,-0.123043198783138,0
"34869","Site",6,144,0.0416666666666667,-0.0953088519502365,0
"14393","Site",3,72,0.0416666666666667,-0.0673935355211169,0
"12417","Site",18,435,0.0413793103448276,-0.188316317677157,0
"34","Site",2,49,0.0408163265306122,-0.0781064648079261,0
"1881","Site",11,277,0.0397111913357401,-0.255262983025644,0
"38272","Site",11,277,0.0397111913357401,-0.255262983025644,0
"17187","Site",29,753,0.0385126162018592,-0.545244666176804,0
"25605","Site",13,338,0.0384615384615385,-0.368853339755999,0
"30212","Site",4,105,0.0380952380952381,-0.219778496035529,0
"34713","Site",24,633,0.037914691943128,-0.55680323451947,0
"9044","Site",2,53,0.0377358490566038,-0.166039339440945,0
"21380","Site",15,399,0.037593984962406,-0.466290705469226,0
"37186","Site",30,808,0.0371287128712871,-0.713567435826288,0
"37728","Site",16,436,0.036697247706422,-0.558240087917677,0
"14648","Site",5,137,0.0364963503649635,-0.321815674708562,0
"33617","Site",16,440,0.0363636363636364,-0.58725832890109,0
"10630","Site",9,255,0.0352941176470588,-0.511653007806708,0
"534","Site",7,202,0.0346534653465347,-0.489820595897148,0
"14601","Site",12,348,0.0344827586206897,-0.654953718967377,0
"2392","Site",17,497,0.03420523138833,-0.806104013239267,0
"257","Site",3,89,0.0337078651685393,-0.358864454342034,0
"10531","Site",1,30,0.0333333333333333,-0.216108824222841,0
"21541","Site",2,61,0.0327868852459016,-0.32429992753284,0
"39044","Site",2,61,0.0327868852459016,-0.32429992753284,0
"33296","Site",7,215,0.0325581395348837,-0.621520993141382,0
"9075","Site",5,155,0.032258064516129,-0.541846387701065,0
"26115","Site",13,411,0.0316301703163017,-0.930468077725195,0
"10371","Site",3,95,0.0315789473684211,-0.44923278479634,0
"12937","Site",9,301,0.0299003322259136,-0.909768654258922,0
"14105","Site",4,135,0.0296296296296296,-0.621170999095253,0
"18777","Site",14,477,0.0293501048218029,-1.19071170241481,0
"34694","Site",10,345,0.0289855072463768,-1.03825393100735,0
"16725","Site",1,35,0.0285714285714286,-0.339959243627142,0
"4695","Site",6,214,0.0280373831775701,-0.870163557768147,0
"30729","Site",9,322,0.0279503105590062,-1.07329571323463,0
"34903","Site",2,73,0.0273972602739726,-0.528906785257549,0
"10624","Site",3,110,0.0272727272727273,-0.654192350316698,0
"13139","Site",3,113,0.0265486725663717,-0.692159535847853,0
"33620","Site",5,194,0.0257731958762887,-0.947763434651094,0
"5444","Site",2,79,0.0253164556962025,-0.620153022142861,0
"20578","Site",3,120,0.025,-0.777430616652924,0
"39000","Site",2,90,0.0222222222222222,-0.772929063762334,0
"28676","Site",5,292,0.0171232876712329,-1.721721038723,0
"24964","Site",1,59,0.0169491525423729,-0.778980441878682,0
"26674","Site",2,122,0.0163934426229508,-1.14337267757796,0
"22033","Site",2,126,0.0158730158730159,-1.18405669026387,0
"25616","Site",2,158,0.0126582278481013,-1.47872765876234,0
"34664","Site",0,107,0,-1.71204715793777,0
"25970","Site",0,71,0,-1.39461075010566,0
"6452","Site",0,67,0,-1.35475647553761,0
"14449","Site",0,40,0,-1.04677617616742,0
"32900","Site",0,38,0,-1.02027121141494,0
"30019","Site",0,32,0,-0.936265074855063,0
"18260","Site",0,30,0,-0.906534760637325,0
"25664","Site",3,2,1.5,NA,NA
"17938","Site",1,6,0.166666666666667,NA,NA
"18244","Site",1,6,0.166666666666667,NA,NA
"18806","Site",1,6,0.166666666666667,NA,NA
"6453","Site",4,26,0.153846153846154,NA,NA
"18179","Site",2,17,0.117647058823529,NA,NA
"36994","Site",2,20,0.1,NA,NA
"24680","Site",1,11,0.0909090909090909,NA,NA
"14169","Site",2,28,0.0714285714285714,NA,NA
"6209","Site",1,23,0.0434782608695652,NA,NA
"16424","Site",1,24,0.0416666666666667,NA,NA
"30995","Site",1,24,0.0416666666666667,NA,NA
"29254","Site",1,25,0.04,NA,NA
"34326","Site",1,27,0.037037037037037,NA,NA
"17013","Site",1,28,0.0357142857142857,NA,NA
"18549","Site",0,28,0,NA,NA
"17444","Site",0,24,0,NA,NA
"4723","Site",0,21,0,NA,NA
"38758","Site",0,21,0,NA,NA
"24867","Site",0,19,0,NA,NA
"34343","Site",0,15,0,NA,NA
"33633","Site",0,14,0,NA,NA
"20869","Site",0,10,0,NA,NA
"30516","Site",0,10,0,NA,NA
"8240","Site",0,5,0,NA,NA
"8290","Site",0,4,0,NA,NA
"21015","Site",0,4,0,NA,NA
